	0	1	2	3	4	5	6	7	8	9
6505226	78	50	87	0	55	72	59	0	0	0
6627225	78	70	44	86	0	0	0	0	8	0
6627933	0	90	50	32	13	0	0	13	74	0
6649725	18	0	88	32	55	11	0	46	25	53
6645536	34	27	32	32	0	94	0	46	49	22
6638957	59	27	85	32	92	83	73	32	0	84
6648176	0	78	16	92	0	9	94	0	0	0
6650648	20	0	66	0	13	0	0	0	0	0
6637945	4	0	0	15	0	23	0	0	49	0
6510282	85	0	0	13	0	84	87	0	0	85
6518326	0	0	7	13	4	0	0	34	0	0
6651198	55	78	0	85	0	72	55	63	66	0
6489945	0	78	39	97	4	37	46	60	70	0
6751375	0	75	0	0	90	40	17	32	0	0
6639655	0	78	87	79	0	0	0	90	68	40
6232424	0	78	39	97	4	37	46	60	70	0
6757919	0	78	39	97	4	37	46	60	70	0
6625996	0	78	39	97	4	37	46	60	70	0
6744150	0	75	0	28	90	0	17	32	40	34
6351317	0	75	0	0	90	16	17	32	0	0
6730922	0	75	58	30	90	16	17	32	0	0
6677449	32	78	58	32	0	0	0	0	68	0
6268917	50	78	58	32	94	0	91	0	68	46
6601241	9	75	0	0	90	16	17	32	95	0
6403349	78	78	58	32	84	0	44	48	68	39
6408154	0	78	58	32	0	0	0	0	68	0
6662897	0	78	58	32	0	0	20	0	68	0
6745990	0	75	0	84	90	16	17	32	0	0
6746202	0	75	0	85	90	16	17	32	0	15
6712427	0	78	58	32	58	72	0	83	68	84
6681569	79	78	58	32	0	72	0	83	68	84
6685269	0	78	58	32	0	72	0	83	68	84
6698651	70	78	58	32	0	72	30	83	68	84
6575638	50	78	58	32	0	72	0	83	68	84
6328022	0	78	58	32	0	72	0	83	68	84
6705654	0	78	58	32	20	72	0	83	68	84
6699958	14	78	58	32	20	72	0	83	68	84
6192643	26	78	58	32	0	72	0	83	68	84
6582246	89	78	58	32	0	72	0	83	68	84
6686237	0	78	58	32	0	72	0	83	68	84
6421494	0	78	58	32	0	72	16	83	68	84
6571691	0	78	58	32	0	72	0	83	68	84
6458604	28	78	58	32	82	72	0	83	68	84
6697653	41	78	58	32	0	72	0	83	68	84
6712796	0	78	58	32	0	72	0	83	68	84
6711712	0	78	58	32	0	72	0	83	68	84
6679981	0	78	58	32	0	72	0	83	68	84
6684855	0	78	58	32	0	72	0	83	68	84
6687659	0	78	58	32	0	72	0	83	68	84
6694329	0	78	58	32	0	72	0	83	68	84
