	0	1	2	3	4	5	6	7	8	9
2443664	95	27	71	87	58	68	39	95	32	89
2436893	0	68	59	97	58	61	89	0	43	71
2507673	10	20	0	0	0	32	58	51	30	69
2451787	69	10	65	71	10	66	2	48	96	6
2521050	4	99	69	0	30	0	6	10	36	81
2246843	50	20	0	0	68	0	6	44	68	94
2520352	89	82	66	71	0	50	0	0	0	44
2426679	0	46	58	59	0	0	89	92	55	0
2509328	0	26	0	83	95	30	6	89	68	0
2577354	50	20	0	0	0	89	6	44	68	94
2555741	50	20	0	87	28	0	6	44	68	94
2523816	0	49	54	2	0	0	0	0	99	51
2519340	92	88	0	0	18	99	100	0	99	0
2515027	44	0	69	0	71	89	75	70	10	10
2273159	94	0	30	41	32	0	0	0	0	0
2532375	39	71	53	54	0	32	0	95	0	95
2583222	62	2	14	30	0	55	6	0	89	0
2393123	50	20	0	0	0	0	6	44	68	94
2402811	50	20	95	44	50	0	6	44	68	94
2572669	50	20	0	68	0	0	6	44	68	94
2547307	50	20	0	0	0	0	6	44	68	94
2338579	50	20	0	31	44	0	6	44	68	94
2567534	50	20	0	51	44	0	6	44	68	94
2508620	0	39	0	95	0	0	85	69	91	-1
2531120	0	0	84	89	3	30	0	37	0	2
2526931	75	46	0	0	32	62	0	0	0	0
2532043	0	0	7	46	0	95	59	0	69	0
2369792	82	0	0	47	0	0	30	92	0	95
2529571	0	0	54	0	0	82	0	0	0	0
2346955	62	0	14	30	0	55	6	0	0	0
2585259	62	0	14	30	0	55	6	0	0	0
2163687	50	20	37	71	88	0	6	44	68	94
2581129	50	20	0	28	0	0	6	44	68	94
2539754	50	20	30	6	0	0	6	44	68	94
2577601	50	20	0	0	0	27	6	44	68	94
2453786	50	20	89	0	44	0	6	44	68	94
2549040	50	20	89	0	44	19	6	44	68	94
2340831	50	20	0	32	44	59	6	44	68	94
2469351	50	20	0	66	44	76	6	44	68	94
2576789	50	20	0	0	44	0	6	44	68	94
2402245	50	20	0	0	44	0	6	44	68	94
2483411	50	20	0	100	44	0	6	44	68	94
2566453	50	20	0	0	0	0	6	44	68	94
2469530	50	20	0	47	0	0	6	44	68	94
2539694	50	20	87	46	0	0	6	44	68	94
2580157	50	20	0	0	0	90	6	44	68	94
2391313	50	20	0	82	20	0	6	44	68	94
2544880	50	20	0	30	0	0	6	44	68	94
2455284	50	20	0	0	44	0	6	44	68	94
2466809	50	20	0	71	44	0	6	44	68	94
