cell	clone
7254431	54
7296673	0/1
7332612	6/7/8/10
7378150	4/13/16/30/37/40/60
7442078	12/14/31/42
7485756	5
7505499	2
7552782	12/14/31/42
7562803	4/13/16/30/37/40/60
7576705	11/17/24/38/45/51/57
7580619	4/13/16/30/37/40/60
7587678	2
7625370	6/7/8/10/12/14/19
7633018	6/7/8/10/12/14
7662749	11/17/24/38/45/51/57
7668681	11/17/24/38/45/51/57
7675375	11/17/24/38/45/51/57
7679026	11/17/24/38/45/51/57
7689701	0/1/2
7690648	0/1/3
7691356	0/1
7701368	2
7702380	0/1
7703078	0/1
7708959	2
7711599	0/1
7713148	2
7714071	0/1
7714621	6/7/8/10/18
7726320	6/7/8/10/18
7740872	12/14/31/42
7743404	54
7744992	54
7745121	53/56/58
7748278	12/14/31/42
7748692	12/14/31/42
7749660	12/14/31/42
7751082	55
7757752	50
7761076	53/56/58
7762074	54
7763381	12/14/31/42
7767462	4/13/16/30/37/40/60
7769077	11/17/24/38/45/51/57
7775135	11/17/24/38/45/51/57
7775140	11/17/24/38/45/51/57
7775850	4/13/16/30/37/40/60
7776219	11/17/24/38/45/51/57
7780723	11/17/24/38/45/51/57
7791780	12/14/31/49/61/63
