	0	1	2	3	4	5	6	7	8	9
9192036	71	34	0	70	0	0	12	21	0	0
9192959	68	86	26	35	86	39	31	40	62	0
9181268	59	42	0	76	50	43	34	3	29	23
9187847	0	96	75	0	17	81	46	67	36	34
9050333	55	0	39	59	94	93	77	0	0	25
9180256	0	0	39	0	0	25	82	0	46	50
9170244	90	70	21	25	40	14	0	33	35	0
9169536	58	0	70	0	7	0	0	0	17	97
9193509	36	59	0	0	46	95	86	0	72	97
9190487	9	5	95	31	72	0	5	12	0	80
8957186	0	5	34	86	0	0	46	95	2	34
9181966	53	40	33	26	86	70	8	0	74	50
9055334	27	0	0	31	70	52	72	0	0	0
9116991	28	76	86	49	0	0	4	0	35	0
9228548	6	0	0	96	0	42	0	35	5	97
9227166	6	0	29	3	0	14	9	0	5	97
9242269	6	0	19	0	0	89	0	0	5	97
9097793	6	0	0	0	0	0	2	0	5	97
9227580	6	0	0	69	0	99	0	16	5	97
8909646	0	13	0	31	71	59	99	0	74	7
9063336	59	69	0	31	0	14	50	88	1	0
8822179	0	0	0	0	0	0	0	14	95	0
9205208	14	59	46	0	0	45	5	45	0	0
9107082	6	0	24	96	0	0	0	95	5	97
9222292	6	0	0	96	0	0	46	0	5	97
9089469	31	0	0	0	74	62	0	63	59	70
9219760	31	0	0	30	0	46	0	0	0	0
8254317	0	0	86	49	0	0	4	76	0	0
9254738	0	0	86	49	0	0	0	0	62	0
9223880	6	100	0	96	0	0	0	0	5	97
9240962	6	49	0	96	0	0	0	0	5	97
8856186	6	80	0	96	0	0	0	0	5	97
9236640	6	0	15	96	0	0	0	0	5	97
9229970	6	17	50	96	99	3	26	0	5	97
9239964	6	3	48	96	0	3	0	29	5	97
9145342	45	34	0	7	0	76	0	96	34	0
9286461	45	0	0	7	70	76	0	96	46	0
8872006	14	0	86	49	40	3	0	0	87	0
9255107	0	0	86	49	40	3	0	0	0	0
9130943	0	0	86	49	95	3	0	46	34	0
8865374	0	0	86	49	0	0	0	0	0	4
9247965	50	0	86	49	0	59	0	0	0	0
9254023	0	0	86	49	0	0	4	0	35	0
9254028	0	0	86	49	0	100	4	50	35	0
9288513	45	0	0	7	0	76	34	96	0	0
9293686	45	0	0	7	0	76	0	96	14	0
8779896	45	8	0	7	23	76	0	96	46	86
9162416	45	0	75	7	0	76	86	96	46	69
9273233	45	14	0	7	0	76	0	96	46	0
9288301	45	0	0	7	0	76	0	96	46	0
