Sample	posterior	likelihood	prior	treeHeight	editRate.1	editRate.2	editRate.3	editRate.4	editRate.5	editRate.6	editRate.7	editRate.8	editRate.9	editRate.10	editRate.11	editRate.12	editRate.13	editRate.14	editRate.15	editRate.16	editRate.17	editRate.18	editRate.19	editRate.20	editRate.21	editRate.22	editRate.23	editRate.24	editRate.25	editRate.26	editRate.27	editRate.28	editRate.29	editRate.30	editRate.31	editRate.32	editRate.33	editRate.34	editRate.35	editRate.36	editRate.37	silencingRate	clockRate.c	relativeGeoRates.1	relativeGeoRates.2	relativeGeoRates.3	relativeGeoRates.4	relativeGeoRates.5	relativeGeoRates.6	relativeGeoRates.7	relativeGeoRates.8	relativeGeoRates.9	traitClockRate	geoSubstModelLogger.relGeoRate_PRL_FML	geoSubstModelLogger.relGeoRate_PRL_LNSL	geoSubstModelLogger.relGeoRate_PRL_UNL	geoSubstModelLogger.relGeoRate_FML_PRL	geoSubstModelLogger.relGeoRate_FML_LNSL	geoSubstModelLogger.relGeoRate_FML_UNL	geoSubstModelLogger.relGeoRate_LNSL_PRL	geoSubstModelLogger.relGeoRate_LNSL_FML	geoSubstModelLogger.relGeoRate_LNSL_UNL	geoSubstModelLogger.relGeoRate_UNL_PRL	geoSubstModelLogger.relGeoRate_UNL_FML	geoSubstModelLogger.relGeoRate_UNL_LNSL	treeLikelihood	traitLikelihood	
0	-795.7584658331443	-485.6462265006561	-310.1122393324883	8.84941100741937	0.009035742804355595	0.038723968901581585	0.022488293889574906	0.0853011958964342	0.014057955052333523	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.010384760701402249	0.017608097726156985	0.021887900032904056	0.046317837666477	0.04009468134964299	0.004335809505053842	0.0252755422241899	0.042987577070416866	0.015192286475620986	0.029609973538032408	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.017468445338895897	0.0211651026555658	0.02535969673993331	0.007657868665104983	0.0056927846614835825	3.894799958482492E-4	0.016083342131875775	0.04656113522714954	0.04747994795817921	0.030983044188344175	0.027731160443041233	0.041499245877953825	0.014325106448055944	0.020032208359641465	0.06277353214997439	0.022876610290533325	4.550737941323884E-5	0.005679896959932427	0.10614139598361952	0.07802375454917979	0.03664442172883336	0.9041623693660821	1.455239026800206	2.5212255836252533	0.3263190468355556	2.85186657833737	1.666914284604347	0.41064976532496883	0.10614139598361952	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	-366.707184391955	-118.93904210870107	
1	-795.7584658331443	-485.6462265006561	-310.1122393324883	8.84941100741937	0.009035742804355595	0.038723968901581585	0.022488293889574906	0.0853011958964342	0.014057955052333523	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.010384760701402249	0.017608097726156985	0.021887900032904056	0.046317837666477	0.04009468134964299	0.004335809505053842	0.0252755422241899	0.042987577070416866	0.015192286475620986	0.029609973538032408	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.017468445338895897	0.0211651026555658	0.02535969673993331	0.007657868665104983	0.0056927846614835825	3.894799958482492E-4	0.016083342131875775	0.04656113522714954	0.04747994795817921	0.030983044188344175	0.027731160443041233	0.041499245877953825	0.014325106448055944	0.020032208359641465	0.06277353214997439	0.022876610290533325	4.550737941323884E-5	0.005679896959932427	0.10614139598361952	0.07802375454917979	0.03664442172883336	0.9041623693660821	1.455239026800206	2.5212255836252533	0.3263190468355556	2.85186657833737	1.666914284604347	0.41064976532496883	0.10614139598361952	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	-366.707184391955	-118.93904210870107	
2	-795.7584658331443	-485.6462265006561	-310.1122393324883	8.84941100741937	0.009035742804355595	0.038723968901581585	0.022488293889574906	0.0853011958964342	0.014057955052333523	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.010384760701402249	0.017608097726156985	0.021887900032904056	0.046317837666477	0.04009468134964299	0.004335809505053842	0.0252755422241899	0.042987577070416866	0.015192286475620986	0.029609973538032408	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.017468445338895897	0.0211651026555658	0.02535969673993331	0.007657868665104983	0.0056927846614835825	3.894799958482492E-4	0.016083342131875775	0.04656113522714954	0.04747994795817921	0.030983044188344175	0.027731160443041233	0.041499245877953825	0.014325106448055944	0.020032208359641465	0.06277353214997439	0.022876610290533325	4.550737941323884E-5	0.005679896959932427	0.10614139598361952	0.07802375454917979	0.03664442172883336	0.9041623693660821	1.455239026800206	2.5212255836252533	0.3263190468355556	2.85186657833737	1.666914284604347	0.41064976532496883	0.10614139598361952	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	-366.707184391955	-118.93904210870107	
3	-795.7584658331443	-485.6462265006561	-310.1122393324883	8.84941100741937	0.009035742804355595	0.038723968901581585	0.022488293889574906	0.0853011958964342	0.014057955052333523	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.010384760701402249	0.017608097726156985	0.021887900032904056	0.046317837666477	0.04009468134964299	0.004335809505053842	0.0252755422241899	0.042987577070416866	0.015192286475620986	0.029609973538032408	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.017468445338895897	0.0211651026555658	0.02535969673993331	0.007657868665104983	0.0056927846614835825	3.894799958482492E-4	0.016083342131875775	0.04656113522714954	0.04747994795817921	0.030983044188344175	0.027731160443041233	0.041499245877953825	0.014325106448055944	0.020032208359641465	0.06277353214997439	0.022876610290533325	4.550737941323884E-5	0.005679896959932427	0.10614139598361952	0.07802375454917979	0.03664442172883336	0.9041623693660821	1.455239026800206	2.5212255836252533	0.3263190468355556	2.85186657833737	1.666914284604347	0.41064976532496883	0.10614139598361952	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	0.0	0.10614139598361952	0.10614139598361952	-366.707184391955	-118.93904210870107	
4	-787.5089306187315	-482.333373274563	-305.1755573441685	9.96249498841332	0.011213219635175076	0.029065135937734965	0.022488293889574906	0.06811495671451512	0.015406715412536118	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.00444598586799215	0.017608097726156985	0.021887900032904056	0.046317837666477	0.018376541809390842	0.01027458433846394	0.0019245020520400613	0.018226790723579106	0.015192286475620986	0.018199450904118675	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.05965862415380806	0.0211651026555658	0.02535969673993331	0.013164404456974754	0.0056927846614835825	0.002507363667658788	0.013905865301056294	0.04656113522714954	0.02920975714472883	0.030983044188344175	0.046001351256491615	0.039381362206143286	0.014325106448055944	0.0314427309935552	0.11590963117986508	0.017370074498663554	1.856775175792745E-4	0.007547033090207364	0.09781017308032547	0.07503183612294546	0.04903326542391904	0.7683695177988361	0.8147736015651873	2.7786171030048417	0.16835440989320857	1.6433611710732192	1.3887330847068493	0.3589145549043882	0.09781017308032547	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	-367.41000909443545	-114.92336418012754	
5	-787.5089306187315	-482.333373274563	-305.1755573441685	9.96249498841332	0.011213219635175076	0.029065135937734965	0.022488293889574906	0.06811495671451512	0.015406715412536118	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.00444598586799215	0.017608097726156985	0.021887900032904056	0.046317837666477	0.018376541809390842	0.01027458433846394	0.0019245020520400613	0.018226790723579106	0.015192286475620986	0.018199450904118675	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.05965862415380806	0.0211651026555658	0.02535969673993331	0.013164404456974754	0.0056927846614835825	0.002507363667658788	0.013905865301056294	0.04656113522714954	0.02920975714472883	0.030983044188344175	0.046001351256491615	0.039381362206143286	0.014325106448055944	0.0314427309935552	0.11590963117986508	0.017370074498663554	1.856775175792745E-4	0.007547033090207364	0.09781017308032547	0.07503183612294546	0.04903326542391904	0.7683695177988361	0.8147736015651873	2.7786171030048417	0.16835440989320857	1.6433611710732192	1.3887330847068493	0.3589145549043882	0.09781017308032547	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	-367.41000909443545	-114.92336418012754	
6	-787.5089306187315	-482.333373274563	-305.1755573441685	9.96249498841332	0.011213219635175076	0.029065135937734965	0.022488293889574906	0.06811495671451512	0.015406715412536118	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.00444598586799215	0.017608097726156985	0.021887900032904056	0.046317837666477	0.018376541809390842	0.01027458433846394	0.0019245020520400613	0.018226790723579106	0.015192286475620986	0.018199450904118675	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.05965862415380806	0.0211651026555658	0.02535969673993331	0.013164404456974754	0.0056927846614835825	0.002507363667658788	0.013905865301056294	0.04656113522714954	0.02920975714472883	0.030983044188344175	0.046001351256491615	0.039381362206143286	0.014325106448055944	0.0314427309935552	0.11590963117986508	0.017370074498663554	1.856775175792745E-4	0.007547033090207364	0.09781017308032547	0.07503183612294546	0.04903326542391904	0.7683695177988361	0.8147736015651873	2.7786171030048417	0.16835440989320857	1.6433611710732192	1.3887330847068493	0.3589145549043882	0.09781017308032547	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	-367.41000909443545	-114.92336418012754	
7	-787.5089306187315	-482.333373274563	-305.1755573441685	9.96249498841332	0.011213219635175076	0.029065135937734965	0.022488293889574906	0.06811495671451512	0.015406715412536118	0.02955613808061791	0.0029593046124987976	0.05606452532275247	0.00444598586799215	0.017608097726156985	0.021887900032904056	0.046317837666477	0.018376541809390842	0.01027458433846394	0.0019245020520400613	0.018226790723579106	0.015192286475620986	0.018199450904118675	0.022072283020155167	0.018212238711532186	0.039755175686685615	0.05965862415380806	0.0211651026555658	0.02535969673993331	0.013164404456974754	0.0056927846614835825	0.002507363667658788	0.013905865301056294	0.04656113522714954	0.02920975714472883	0.030983044188344175	0.046001351256491615	0.039381362206143286	0.014325106448055944	0.0314427309935552	0.11590963117986508	0.017370074498663554	1.856775175792745E-4	0.007547033090207364	0.09781017308032547	0.07503183612294546	0.04903326542391904	0.7683695177988361	0.8147736015651873	2.7786171030048417	0.16835440989320857	1.6433611710732192	1.3887330847068493	0.3589145549043882	0.09781017308032547	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	0.0	0.09781017308032547	0.09781017308032547	-367.41000909443545	-114.92336418012754	
8	-808.2301791581931	-481.4107258304954	-326.8194533276977	8.016720477080998	0.01612098308543264	0.029065135937734965	0.007341656506663352	0.06811495671451512	0.0021609691323413033	0.015034184990042887	0.0029593046124987976	0.05606452532275247	0.00444598586799215	0.07598906023229565	0.021887900032904056	0.046317837666477	0.018376541809390842	0.01027458433846394	0.0019245020520400613	0.03274874381415413	0.007455747916587652	0.013291687453861112	0.022072283020155167	0.021779214003375985	0.013936160110842852	0.05965862415380806	0.0211651026555658	0.02535969673993331	0.013164404456974754	0.044625518040441445	0.002507363667658788	0.013905865301056294	0.04656113522714954	0.02920975714472883	0.030983044188344175	0.007068617877533753	0.039381362206143286	0.014325106448055944	0.0314427309935552	0.11590963117986508	0.017370074498663554	5.8372917991229835E-5	0.00863192905323618	0.12627112650815658	0.10290310791220154	0.051943549832385603	1.208524320688942	0.7868825942391208	3.9934136607636126	0.1542054490283994	2.694820402152226	1.423181857439507	0.28361446278157854	0.12627112650815658	0.12627112650815658	0.12627112650815658	0.0	0.12627112650815658	0.12627112650815658	0.0	0.12627112650815658	0.12627112650815658	0.0	0.12627112650815658	0.12627112650815658	-372.3168378412122	-109.09388798928319	
9	-806.8577507254993	-480.42095368034467	-326.43679704515466	8.86786324095643	0.03539682554929313	0.029065135937734965	0.007341656506663352	0.06811495671451512	0.0021609691323413033	0.015034184990042887	0.0029593046124987976	0.036788682858891975	0.00444598586799215	0.07176945126486464	0.03747629143432571	0.046317837666477	0.021478290843650813	0.022799744509972672	0.0019245020520400613	0.03274874381415413	0.004353998882327681	0.010323203709590612	0.026291891987586177	0.09710989403601464	0.013936160110842852	0.022736717769745493	0.021689113764695164	0.03358966493613168	0.013164404456974754	0.044625518040441445	0.002507363667658788	0.012465008424995191	0.04656113522714954	0.02920975714472883	0.033951527932614675	0.007068617877533753	0.02326895969559227	0.007535995127918679	0.0314427309935552	0.07750085753128899	0.004844914327154823	1.6070438700446803E-4	0.0057504288003908405	0.1563120689314513	0.09817393320573212	0.035923175991189146	1.4489976348704465	0.5012432696981414	3.3233233810239904	0.0765155562808896	3.464510895699063	2.4620196102465166	0.3908798637452501	0.1563120689314513	0.1563120689314513	0.1563120689314513	0.0	0.1563120689314513	0.1563120689314513	0.0	0.1563120689314513	0.1563120689314513	0.0	0.1563120689314513	0.1563120689314513	-374.2281360934017	-106.19281758694297	
