cell	clone
4707955	8/11/21/23
4708172	8/11/21/23
4723041	3/16/18
4758079	13/19/24
4813185	2/6
4857577	54/59
4871226	14/26/41/49
4888560	66
4894313	0
4911204	0
4929803	9/10/31
4941535	9/10
4957881	14/26/41/49
4962720	14/26/41/47
4978485	8/11/21/23
4981661	66
4984742	31/34/39/40/58/71
4984888	31/34/39/40/58/71
4985289	0/1
4986236	0
4986944	0
4992643	0
4996956	1
4997968	2/6
4998666	1
5004547	4/7
5007187	0
5008736	1
5009659	0
5010209	3
5021908	13/19/24
5036460	16/18/35/36/37/38
5038992	16/18/35/36/37/38
5040580	54/60
5040709	54/60
5043866	54/59
5044280	16/18/35/36/37/38
5045248	57
5046670	16/18/35/36/37/38
5053340	8/11/21/23
5056664	14/26/41/47
5057662	14/26/41/47
5058969	8/11/21/23
5063050	56
5064665	14/26/41
5070723	8/11/21/23
5070728	8/11/21/23
5071438	8/11/21/23
5071807	51
5076311	13/19/27/29/44/45/48/53
