cell	clone
8998124	10/14/18/25/26/30/33/34/42/43
9172514	15/16/24
9285302	24
9325288	61/62/64
9333129	11/13/17/19/21/28/29/31
9337283	11/13/17/19/21/28/29/31
9351343	11/13/17/19/21/28/29/31/41/44
9379376	20/23/27/32/35/37/38/46/47/49/50/54/57/60
9390618	2
9395712	3
9403776	4
9425154	15/16
9437693	40/51/56/58/59
9455095	40/51/56/58/59
9487757	11/13/17/19/21/28/29/31
9503772	10/14/18/25/26/30/33/34/42/43
9507327	10/14/18/25/26/30/33/34/42/43
9509069	10/14/18/25/26/30/33/34/42/43
9514873	0/8
9515581	0
9525593	0
9526605	5
9527303	6
9533184	0
9535824	8
9537373	6
9538296	7
9538846	1
9550545	15/16/24
9567629	40/51/56/58/59
9569217	40/51/56/58/59
9572503	40/51/56/58/59
9572917	40/51/56/58/59
9573885	40/51/56/58/59
9575307	40/51/56/58/59
9581977	63
9585301	40/51/56/58/59
9586299	40/51/56/58/59
9587606	40/51/56/58/59
9599360	61
9600075	61
9600444	61
9618570	11/13/17/19/21/28/29/31
9631798	10/14/18/25/26/30/33/34/42/43
9633638	10/14/18/25/26/30/33/34/42/43
9633850	10/14/18/25/26/30/33/34/42/43
9639023	10/14/18/25/26/30/33/34/42/43
9645567	55
9649679	10/14/18/25/26/30/33/34/42/43
9649747	10/14/18/25/26/30/33/34/42/43
