	0	1	2	3	4	5	6	7	8	9
9525593	0	0	23	56	70	38	11	38	49	18
9395712	56	0	12	25	0	7	51	0	61	23
9538846	35	0	6	0	44	90	0	59	18	0
9526605	96	30	0	13	55	12	0	0	0	49
9403776	96	0	0	73	8	90	9	0	0	0
9515581	35	12	59	0	25	29	97	74	81	23
9390618	6	68	20	90	8	0	54	0	86	18
9514873	6	32	89	68	0	49	54	83	15	0
9351343	6	4	0	0	15	0	54	78	3	68
9533184	13	35	0	98	0	93	36	95	18	0
9285302	0	94	23	37	70	20	63	96	60	43
9425154	0	0	23	30	70	20	63	96	0	0
9538296	6	68	97	24	51	0	54	25	6	38
9379376	6	80	89	0	47	18	54	97	24	0
9535824	6	80	89	0	38	18	54	51	24	0
9537373	13	6	38	98	93	95	0	0	0	59
9527303	97	0	16	98	0	0	51	83	19	80
9550545	0	35	23	81	70	20	63	96	51	43
9172514	13	35	23	0	70	20	63	96	35	43
9487757	6	4	0	0	15	8	54	78	3	68
9618570	6	4	51	0	15	0	54	78	3	68
9337283	6	4	96	0	15	3	54	78	3	68
9333129	6	4	0	0	15	67	54	78	3	68
9567629	0	3	23	84	70	20	63	96	86	0
9569217	0	3	23	84	70	20	63	96	0	0
9581977	0	3	23	84	70	20	63	96	0	0
9455095	0	3	23	84	70	20	63	96	97	0
9325288	0	3	23	84	70	20	63	96	0	0
9633850	6	68	20	49	48	0	54	35	11	0
9586299	0	3	23	84	70	20	63	96	0	0
9587606	35	3	23	84	70	20	63	96	0	0
9585301	0	3	23	84	70	20	63	96	0	0
9599360	0	3	23	84	70	20	63	96	0	0
9645567	6	68	20	49	48	59	54	35	11	0
9507327	6	68	20	49	48	0	54	35	11	0
9503772	6	68	20	49	48	0	54	35	11	0
9573885	0	3	23	84	70	20	63	96	0	25
9575307	0	3	23	84	70	20	63	96	0	0
9572917	0	3	23	84	70	20	63	96	59	0
9437693	0	3	23	84	70	20	63	96	0	35
9572503	0	3	23	84	70	20	63	96	0	0
9600444	0	3	23	84	70	20	63	96	0	93
9600075	0	3	23	84	70	20	63	96	0	0
9509069	6	68	20	49	48	0	54	35	11	0
9649747	6	68	20	49	48	0	54	35	11	0
9633638	6	68	20	49	48	0	54	35	11	0
9631798	6	68	20	49	48	0	54	35	11	0
9639023	6	68	20	49	48	0	54	35	11	0
9649679	6	68	20	49	48	0	54	35	11	0
8998124	6	68	20	49	48	0	54	35	11	49
