	0	1	2	3	4	5	6	7	8	9
5998782	28	33	83	90	66	0	0	71	42	0
6098485	19	0	0	34	0	7	76	66	70	0
6075770	67	7	0	20	61	33	25	94	0	76
6096013	0	57	8	0	12	26	0	69	4	0
6074115	0	7	65	19	21	0	67	99	0	51
5816278	35	0	0	25	0	0	0	0	0	51
6097562	0	0	0	67	97	39	0	0	65	19
5917272	0	0	18	26	38	0	20	0	42	14
5992057	47	0	0	23	0	0	0	53	0	98
6085782	86	0	0	0	53	91	0	0	0	0
6153491	94	42	19	56	0	0	0	0	19	0
6086794	0	0	0	41	86	49	0	0	81	20
6099035	61	98	91	0	21	0	25	21	31	11
6081469	26	0	0	0	38	92	-1	0	0	19
6093373	0	0	0	0	91	0	57	78	28	0
6133106	70	0	63	6	20	0	0	62	98	0
5940733	70	14	63	0	0	0	10	62	98	86
6134746	70	0	63	24	0	62	7	62	98	0
6129406	70	0	63	0	0	0	99	62	98	0
6087492	28	61	36	98	0	17	0	77	0	0
6075062	53	0	0	69	97	12	0	0	94	86
5840470	0	61	0	67	21	0	98	67	24	0
6110734	0	0	0	67	21	28	98	67	24	0
6134074	70	0	63	53	74	21	38	62	98	38
6147795	7	0	7	26	81	31	16	94	0	0
6160633	0	60	7	26	7	0	16	94	0	0
6057209	24	0	7	26	0	0	16	94	0	0
6063630	0	0	7	26	0	56	16	94	0	0
6151876	0	90	26	67	0	0	30	16	74	0
6066642	87	90	26	67	0	0	69	0	74	0
5936751	70	74	63	53	0	0	0	62	98	49
5949167	70	46	63	53	0	30	28	62	98	0
6127818	70	0	63	0	0	98	0	62	98	0
6070936	26	90	26	67	0	7	0	0	74	91
6142166	0	90	26	67	0	0	0	0	74	0
6146488	35	90	26	67	92	-1	0	61	74	0
6053007	41	90	26	67	0	0	0	0	74	86
6145490	0	90	26	67	0	5	0	0	74	0
6159554	0	90	26	67	0	0	0	61	74	0
6160264	21	90	26	67	74	70	0	0	74	21
5805141	70	0	63	53	26	47	0	62	98	56
6073570	70	0	63	53	26	47	0	62	98	56
6122755	70	91	63	0	0	0	0	62	98	0
6132692	70	0	63	0	52	0	0	62	98	30
6050610	0	90	26	67	76	0	44	0	74	0
6159549	0	90	26	67	0	66	0	12	74	90
6135496	70	0	63	0	0	0	0	62	98	0
6165137	70	0	63	0	0	0	62	62	98	0
6129535	70	0	63	0	5	69	5	62	98	44
6125286	70	0	63	0	5	0	5	62	98	44
