cell	clone
10676632	93/107
10809870	31/36/43/62/85/104
10820017	6/11/15/23/29/41/57
11144840	33/44/48/60/88/117
11174037	0
11309575	3/4/8
11396457	3/12/13/25/34/53/61/65/69
11400372	3/12/13/25/34/53/61/65/69
11495770	73/87/91/106
11501102	73
11502148	73
11553796	0/1/2
11571472	3/12/13/25/34/53/61/65/69
11623931	99
11636787	99
11644053	6/10/27/45/55/58/67/89
11655901	19
11661607	3/4/8
11663750	22
11664717	3/4/8
11670267	24
11707007	70
11723016	0/3/12
11733736	0/1/2
11734748	0/3
11741327	4
11743967	12/13
11746439	1/2
11746989	3/12/13/25/34/53/61/65/69
11758688	3/12/13/25/34/53/61/65/69
11775772	3/12/13/25/34/53/61/65/69
11780646	3/12/13/25/34/53/61/65/69
11781060	3/12/13/25/34/53/61/65/69
11783450	3/12/13/25/34/53/61/65/69
11790120	3/12/13/25/34/53/61/65/69
11793444	3/12/13/25/34/53/61/65/69
11794442	3/12/13/25/34/53/61/65/69
11795749	3/12/13/25/34/53/61/65/69
11807503	101
11808587	6/10/27/45/55/58/67/89
11841781	99
11841993	6/10/27/45/55/58/67/89
11867154	3/4/8
11878725	73/87/91/106
11880026	73/87/91/106
11890365	6/11/15/23/29/41/57
11892768	71
11895664	6/11/15/23/29/41/57
11904716	68
11907125	6/11/15/23/29/41/57
