	0	1	2	3	4	5	6	7	8	9
12062988	0	12	0	0	6	86	58	0	11	88
12071509	62	52	90	52	27	86	0	0	0	82
11803305	88	1	0	0	30	31	80	30	54	0
12051266	0	0	36	83	5	49	47	6	41	6
12073058	18	1	100	10	3	0	1	0	0	54
12050558	10	0	5	0	0	0	21	49	99	54
12061278	10	24	0	0	4	0	21	98	21	0
12062290	10	62	0	35	80	17	72	98	0	94
12073981	10	22	10	17	0	1	72	85	50	72
11808334	10	20	54	35	64	0	52	8	0	49
12068869	10	0	36	52	0	99	57	8	77	54
12120986	0	52	72	59	17	0	17	98	0	0
11685108	11	0	24	71	0	59	54	53	73	31
12074531	11	0	24	71	0	59	54	53	73	31
11634323	98	36	0	94	15	10	51	32	62	85
11759942	98	36	30	94	15	10	6	31	31	85
12123291	0	52	72	59	17	0	0	98	0	0
11970607	0	52	72	59	17	0	0	98	0	0
11988274	0	52	72	59	17	0	0	98	10	49
12039973	57	0	20	66	80	86	62	0	14	17
11773981	57	0	20	66	80	86	62	49	14	57
12169535	57	11	20	66	80	86	0	49	14	0
12136129	98	36	8	94	15	10	0	0	9	85
11869342	98	36	0	94	15	10	81	96	20	85
12135045	98	36	0	94	15	10	84	47	62	85
11873346	98	36	94	94	15	10	0	0	0	85
11569029	0	52	72	59	17	0	0	98	0	6
12108188	0	52	72	59	17	30	98	98	0	0
12117662	47	52	72	59	17	0	30	98	0	0
12031198	57	0	20	66	80	86	86	6	14	58
12169323	57	40	20	66	80	86	72	49	14	100
12174708	57	82	20	66	80	86	0	49	14	90
12008720	98	36	0	94	15	10	6	0	0	85
12135760	98	36	0	94	15	10	24	0	0	85
12128987	98	36	94	94	15	10	99	0	9	85
12135050	98	36	94	94	15	10	67	0	6	85
11716605	0	52	72	59	17	0	0	98	54	0
12086230	25	52	72	59	17	0	0	98	0	10
12109570	0	52	72	59	17	0	0	98	0	0
12121984	0	52	72	59	17	0	54	98	0	0
12103314	0	52	72	59	17	0	43	98	0	0
11707422	0	52	72	59	17	0	0	98	0	0
12100782	0	52	72	59	17	0	35	98	0	17
11958915	0	52	72	59	17	0	0	98	0	0
12108602	0	52	72	59	17	0	0	98	0	0
12167483	57	0	20	66	80	86	0	0	14	35
12110992	49	52	72	59	17	0	0	98	0	43
12104902	49	52	72	59	17	0	96	98	0	0
12032623	57	11	20	66	80	86	0	25	14	0
12154255	57	11	20	66	80	86	0	48	14	0
