	0	1	2	3	4	5	6	7	8	9
9140202	49	83	0	0	18	0	53	20	0	38
9126949	100	0	61	39	0	41	0	0	45	39
9115282	1	0	97	30	78	53	0	26	28	0
9116229	3	0	0	57	93	73	0	1	0	49
8827230	80	24	0	3	10	94	0	0	1	87
8936669	0	0	0	47	0	0	0	26	61	0
9116937	88	27	18	31	88	0	76	47	0	28
9139652	70	54	44	31	93	0	6	93	70	57
9134540	0	24	0	0	0	4	0	73	0	0
9128659	87	24	36	0	0	0	95	0	13	87
9063678	0	0	0	34	18	0	0	41	4	38
9052018	0	0	0	66	18	0	0	0	58	38
9151901	73	0	89	0	18	48	62	52	0	38
9059664	0	0	54	95	18	0	0	81	53	38
9024888	43	3	8	97	36	28	33	30	62	0
9122636	27	3	24	26	100	18	0	0	0	39
9023096	0	49	0	42	97	49	52	26	61	0
9127961	100	49	10	0	0	95	0	3	30	0
9137180	0	93	23	0	28	92	8	27	14	0
9138729	95	69	0	20	0	0	81	30	95	96
8465149	0	30	70	0	0	3	0	80	0	0
9183333	0	0	0	0	29	0	26	0	1	0
9070020	20	0	0	66	95	18	50	0	0	0
9186657	88	0	31	57	0	28	55	47	0	18
8882480	20	0	93	28	100	0	47	0	0	41
9176663	0	3	1	0	0	0	87	0	0	42
9173859	20	0	0	0	27	0	0	80	80	0
9187655	20	0	83	70	0	0	60	16	0	0
9170702	61	0	0	57	0	12	0	55	0	55
9174273	0	0	0	57	0	36	0	0	88	55
8878667	30	70	67	54	0	88	0	93	30	0
9166453	93	0	49	18	0	83	48	46	66	96
9168985	0	0	0	0	83	0	0	0	0	0
9175241	16	0	0	93	48	0	0	0	60	0
9105571	49	0	0	0	0	0	0	0	24	88
9188962	0	95	89	0	58	0	34	30	33	0
9170573	1	0	0	0	0	0	18	1	0	8
8502452	0	0	0	11	0	45	70	0	24	0
9201431	39	95	13	11	0	66	0	0	24	0
8498519	48	0	0	0	0	97	37	0	24	0
9091396	0	0	0	39	0	12	0	0	24	27
8697031	0	0	0	0	89	0	39	43	24	0
9109252	49	0	0	87	0	0	0	43	24	48
9201800	0	0	0	0	0	93	82	41	24	0
9206304	0	0	0	11	0	30	0	0	24	32
9200716	0	0	0	0	0	0	0	0	24	0
8994122	0	55	0	0	0	0	82	10	24	0
9193043	83	0	0	10	0	0	82	0	24	0
9194658	0	0	95	0	0	0	82	0	24	0
9200721	0	0	95	0	0	0	82	0	24	0
