cell	clone
11547514	2/3
11693957	16/25
11747350	45
11920279	63
11934135	0/1
11939095	0/1
11968969	27
11972904	28
11981216	34
12000590	32/43
12004476	32/43
12011133	32/43
12018692	48/50
12029728	40
12031623	40
12051119	40/52/53
12053451	63/68
12059284	0/1/2/3
12059992	0/1/2/4
12070004	0/1
12071016	2/3/7
12071714	2/3
12077595	2/3
12080235	2/3
12081784	2/3
12082707	2/4
12083257	5
12094956	16/25/28/29
12112040	10/12/15/20/21/26/31
12113628	10/12/15/20/21/26/31
12116914	10/12/15/20/21/26/31
12117328	10/12/15/20/21/26/31
12118296	33
12119718	10/12/15/20/21/26/31
12126388	10/12/15/20/21/26/31
12129712	37
12130710	33
12132017	10/12/15/20/21/26/31
12137713	32/43
12143771	32/43
12144486	32/43
12144855	32/43
12162981	40/52/54
12176209	55
12178049	52/53
12178261	52/53
12183434	52/54
12189978	63/70
12194090	72
12194158	72
