cell	clone
6554327	29
6580895	19/23/25
6637518	13
6724050	26/31/37
6748821	1/7/20/24/42
6762546	0/2
6789677	12
6839362	34
6880913	26/31/37
6906207	19/23/25
6941819	0
6967762	12
6995451	29/34
7025106	34
7049714	26/31/37
7055588	26/31/37
7065633	38/39
7072964	19/23/25
7075479	19/23/25
7091571	0/1
7092279	0/3
7102291	0/2
7103303	0/2
7109882	0/1
7112522	0/2
7114994	2
7115544	3
7127243	1/4/5
7144327	1/8/14
7149201	1/8/14
7149615	1/8/14
7150583	1/8/14
7152005	1/8/14
7158675	1/8/18
7161999	1/8/14
7162997	1/8/14
7164304	21/22
7176058	29
7177142	34
7210336	29
7210548	29
7215721	29
7226445	26/31/37
7229967	26/31/37
7244301	38/39
7247279	19/23/25
7248580	19/23/25
7258919	28/32
7261322	28/32
7264218	1/7/20/24/42/45
