	0	1	2	3	4	5	6	7	8	9
7774873	99	58	0	35	0	0	53	0	100	59
7785593	25	80	8	2	81	0	0	26	0	0
7775581	57	29	2	0	0	31	17	73	87	17
7834143	68	64	35	16	0	0	0	28	0	36
7793184	0	66	0	35	95	0	85	0	0	62
7795824	24	66	0	14	0	74	10	0	83	47
7299291	36	26	26	16	0	30	26	62	0	24
7798296	0	90	0	52	84	0	26	62	0	24
7798846	24	0	0	16	50	10	26	42	3	0
7653169	0	58	37	16	0	33	68	44	0	14
7786605	38	58	0	16	0	0	68	0	0	58
7832918	68	64	35	16	98	0	0	28	0	36
7718423	68	64	35	16	0	13	0	28	0	36
7718980	68	64	35	16	66	0	0	28	0	36
7797373	76	0	79	16	0	24	0	85	3	78
7576981	92	29	39	16	100	62	0	0	3	44
7724713	68	64	35	16	98	0	99	28	66	36
7831098	68	64	35	16	0	0	0	28	0	36
7840515	68	64	35	16	0	0	0	28	34	36
7831765	68	64	35	16	0	0	0	28	0	36
7827932	68	64	35	16	0	0	0	28	54	36
7843255	68	64	35	16	0	0	0	28	0	36
7549305	57	0	66	16	0	34	59	87	3	16
7787303	66	51	29	16	0	87	0	87	3	0
7844960	68	64	35	16	98	66	0	28	0	36
7720853	68	64	35	16	98	66	0	28	0	36
7581874	68	64	35	16	17	0	36	28	0	36
7834522	68	64	35	16	0	38	93	28	55	36
7688383	92	29	0	16	60	62	2	59	3	44
7328751	92	29	0	16	38	62	0	0	3	44
7810545	92	29	0	16	24	62	0	59	3	44
7266205	92	29	0	16	0	62	0	0	3	44
7617107	92	29	0	16	5	62	0	57	3	44
7016746	92	29	0	16	59	62	0	57	3	44
7607318	92	29	0	16	50	62	0	57	3	44
7487008	92	29	0	16	0	62	0	57	3	44
7862080	92	29	0	16	0	62	0	57	3	44
7865513	92	29	0	16	0	62	0	57	3	44
7851512	92	29	0	16	2	62	0	57	3	44
7399094	92	29	22	16	58	62	0	0	3	44
7892539	92	29	0	16	0	62	0	0	3	44
7769773	92	29	99	16	0	62	0	0	3	44
7769979	92	29	34	16	0	62	0	0	3	44
7879538	92	29	0	16	0	62	0	10	3	44
7881138	92	29	0	16	0	62	76	86	3	44
7869639	92	29	0	16	49	-1	92	57	3	44
7869468	92	29	29	16	8	62	0	57	3	44
7855444	92	29	29	16	82	62	0	57	3	44
7612163	92	29	0	16	0	62	0	57	3	44
7611224	92	29	0	16	0	62	0	57	3	44
