cell	clone
7016746	32
7266205	13/14/19/21/46
7299291	0
7328751	3/6/7/11/12/13
7399094	35
7487008	13/16/23/24
7549305	0
7576981	3/6/7/11/12
7581874	30
7607318	13/16/23/24
7611224	13/16/23/24
7612163	13/16/23/24
7617107	13/16/23/24
7653169	0
7688383	3/6/7/11/12/13/14
7718423	25/26
7718980	1/4/5/8/9/10/17/20/22
7720853	1/4/5/8/9/10/17/20/22
7724713	1/4/5/8/9/10/17/20/22
7769773	40
7769979	40
7774873	0
7775581	0
7785593	0
7786605	0
7787303	0
7793184	0
7795824	0
7797373	0
7798296	0
7798846	0
7810545	3/6/7/11/12/13/14
7827932	1/4/5/8/9/10/17/20/22/25/26
7831098	1/4/5/8/9/10/17/20/22/25/26
7831765	25/26
7832918	27
7834143	28
7834522	30
7840515	25/26
7843255	29
7844960	1/4/5/8/9/10/17/20/22
7851512	13/16/23/24
7855444	32
7862080	32
7865513	13/16/23/24
7869468	32
7869639	13/16/23/24
7879538	13/14/19/21
7881138	13/14/19/21
7892539	35
