cell	clone
6301857	12/14/15/24
6462175	57/59
6478665	0
6491406	0
6535487	12/14/15/24
6569593	57/59
6601592	4
6613605	17/22/26
6617270	17/22/26
6632979	17/22/26/38
6658097	12/14/15/24
6663222	5/8/9/16/23/33/34/56
6666833	5/8/9/16/23/33/34/56
6672840	5/8/9/16/23/33/34/56
6682366	85
6688718	57/59/69
6708932	0/1/2
6709640	0
6719652	6
6720664	1/2
6721362	0
6727243	4
6729883	1/2
6731432	0
6732355	0
6732905	0
6744604	17/22/26/41/43
6759156	12/14/15/24/44
6761688	12/14/15/24
6763276	12/14/15/24
6766562	12/14/15/24
6766976	12/14/15/24
6767944	12/14/15/24
6769366	12/14/15/24
6776036	12/14/15/24
6779360	12/14/15/24
6780358	12/14/15/24
6781665	12/14/15/24
6787361	5/8/9/16/23/33/34/56
6793419	5/8/9/16/23/33/34/56
6793424	5/8/9/16/23/33/34/56
6794134	74
6794503	74
6801120	51/58/60/64
6805805	51/58/60/62
6812630	57/59/69
6825858	57/59
6827698	66
6827910	66
6833083	7/11/18/25/27/31/32/46/52/55/65/67
