cell	clone
6718776	6/9/11/12/15/16/19/21/25
6764895	7/8/10/17/20/24/26/28/31
6830374	37
6868721	0
6916115	37
6929349	2/5
6941937	0
6974067	30/33
7022190	3
7076943	7/8/10/17/20/24/26/28/31
7078650	39/40/43/45/47/48
7176407	0
7183943	30/33
7187888	6/9/11/12/15/16/19/21/25
7216516	7/8/10/17/20/24/26/28/31
7225921	37
7237435	0/2
7238382	0/4
7239090	0/2
7244789	1
7249102	0
7250114	2
7250812	1
7253578	0
7256693	4
7259333	5
7260882	5
7261805	0
7262137	0
7262355	1
7274054	6/9/11/12/15/16/19/21/25/30/33/42
7286075	6/9/11/12/15/16/19/21/25
7288606	7/8/10/17/20/24/26/28/31
7291138	38
7292726	35
7292855	35
7296012	7/8/10/17/20/24/26/28/31
7296426	7/8/10/17/20/24/26/28/31
7297394	38
7298066	7/8/10/17/20/24/26/28/31
7298816	38
7300117	7/8/10/17/20/24/26/28/31
7303253	7/8/10/17/20/24/26/28/31
7303861	7/8/10/17/20/24/26/28/31
7305486	7/8/10/17/20/24/26/28/31
7308810	7/8/10/17/20/24/26/28/31
7309808	36
7311115	35
7315196	39/40/43/45/47/51
7316811	13/14/18/22/23/27/29
