	0	1	2	3	4	5	6	7	8	9
6748749	0	36	63	67	16	0	3	60	36	3
6737981	83	43	0	54	41	0	60	54	0	0
6726957	23	54	79	0	29	0	0	0	83	2
6747200	0	0	0	60	0	0	0	49	0	0
6736969	0	99	0	0	50	0	0	11	41	58
6744560	0	17	0	45	5	35	10	0	0	48
6749672	99	88	2	48	27	0	54	0	0	17
6750222	6	6	0	58	0	2	88	93	0	15
6480729	0	42	71	36	0	73	83	54	0	0
6613080	0	0	0	0	36	89	17	0	18	88
6845226	67	16	0	0	0	8	0	0	83	36
6843174	67	16	0	35	0	8	0	0	68	36
6331183	67	16	0	6	0	8	0	0	22	36
6850399	67	16	0	0	48	8	0	0	0	36
6621208	93	83	33	60	0	15	0	0	8	71
6738679	41	0	2	51	89	58	45	24	0	59
6726249	0	0	0	0	90	0	0	24	18	0
6420495	0	2	83	0	89	0	29	16	81	0
6664665	0	0	0	0	9	0	0	48	39	0
6723791	0	48	0	0	16	36	0	0	0	58
6797675	62	0	0	48	0	0	0	100	72	0
6793353	98	58	0	0	43	58	0	36	0	0
6708877	67	16	0	10	0	8	83	0	0	36
6829946	67	16	0	0	0	8	12	0	10	36
6572490	67	16	0	0	0	8	83	0	0	36
6845014	67	16	0	0	0	8	83	0	0	36
6515529	0	0	0	47	0	26	44	0	50	69
6776473	36	0	27	0	89	0	45	14	60	54
6785261	2	0	0	0	83	0	0	83	0	0
6798982	2	67	100	0	63	0	100	89	0	0
6274656	71	8	0	0	0	0	59	0	0	0
6761921	0	54	0	54	0	0	67	0	0	69
6507754	9	0	0	0	89	0	17	9	100	0
6646973	0	30	-1	0	89	2	91	48	100	0
6420144	2	48	39	0	100	0	0	0	0	83
6542092	42	98	0	0	0	6	84	0	0	0
6811820	0	54	0	90	90	58	0	0	5	69
6784293	0	0	0	0	0	42	0	84	0	100
6786683	0	15	1	15	0	0	0	48	0	0
6692119	48	54	0	13	0	58	2	0	0	69
6811451	0	54	58	0	0	58	0	0	81	69
6804678	0	54	58	31	79	58	0	0	0	69
6810741	0	54	100	0	78	58	44	0	81	69
6434848	30	-1	0	0	0	58	44	0	0	69
6779005	0	0	0	71	98	50	15	41	25	24
6780593	0	0	36	71	0	0	0	0	53	0
6783879	0	0	0	0	0	6	0	0	0	0
6796677	54	36	41	0	0	0	0	47	0	0
6563145	0	54	0	0	0	58	99	0	0	69
6810736	0	54	0	0	0	58	0	2	0	69
