cell	clone
5620721	1
5711253	0/1
5835778	50
5843539	55
6030059	3
6114073	0
6116546	0
6133854	10/16/17/30
6140657	35/37
6141692	35/37
6145708	35
6154091	32
6168301	32
6173184	38/40/44/49/61
6176569	2/13/33/72/73
6181044	0/1
6181991	5
6182699	0/2
6188398	0
6192711	3/8
6193723	2/4
6194421	3
6200302	5
6202942	0
6204491	5
6205414	1
6205746	6
6205964	0
6217663	10/16/17/30/35/37
6229684	35/37
6232215	32
6234747	50
6236335	56
6236464	32
6239621	57
6240035	32
6241003	56
6241675	56
6242425	32
6246862	56
6249095	32
6252419	32
6253417	32
6254724	56
6258805	38/40/44/49/61
6260420	10/16/17/30
6266478	11/14/19/21/25/34/47/52/64/67/68/69/77
6266483	11/14/19/21/25/34/47/52/64/67/68/69/77
6267193	11/14/19/21/25/34/47/52/64/67/68/69/76/86
6267562	11/14/19/21/25/34/47/52/64/67/68/69/76/82
