cell	clone
9139356	27/39/46/47/50/51/52
9514308	11/14/16/18/20/21
9617835	32
9744128	27/39/46/47/50/51/52
9751158	58
9789777	1
9791574	2/5
9796547	1
9804694	5
9817095	11/14/16/18/20/21
9838859	57
9848262	54
9862154	62
9868726	60
9872152	3/12/15/17/19/22/23/24/40/42/45/53
9872378	3/12/15/17/19/22/23/24/40/42/45/53
9876058	3/12/15/17/19/22/23/24/40/42/45/53
9876229	3/12/15/17/19/22/23/24/40/42/45/53
9883567	0/6/10
9884514	0
9885222	4/8
9895234	4/8
9896246	9
9896944	9
9902825	6/10
9905465	2
9907014	5
9907937	1
9908487	4/8
9920186	11/14/16/18/20/21/25
9934738	25
9937270	27/39/46/47/50/51/52
9938858	27/39/46/47/50/51/52
9938987	27/39/46/47/50/51/52
9942144	27/39/46/47/50/51/52
9942558	27/39/46/47/50/51/52
9943526	27/39/46/47/50/51/52
9944948	59/67
9951618	27/39/46/47/50/51/52
9954942	27/39/46/47/50/51/52
9955940	58
9957247	27/39/46/47/50/51/52
9961328	58
9962943	3/12/15/17/19/22/23/24/40/42/45/53
9969001	3/12/15/17/19/22/23/24/40/42/45/53
9969006	3/12/15/17/19/22/23/24/40/42/45/53
9969716	3/12/15/17/19/22/23/24/40/42/45/53
9970085	3/12/15/17/19/22/23/24/40/42/45/53
9974589	3/12/15/17/19/22/23/24/40/42/45/53
9985646	3/12/15/17/19/22/23/24/40/42/45/53
