cell	clone
5860995	0
5914789	56
5969732	9/12/13/19/24/34/39/41/51/52
5986566	0/3/6
5989377	0
5998383	3/6
6025702	10/11/15/16/17/22
6026255	26
6041411	9/12/13/19/24/34/39/41/61
6043693	9/12/13/19/24/34/39/41
6058297	1
6080452	10/11/15/16/17/22
6093813	10/11/15/16/17/22
6100638	26
6103366	25
6121448	60
6123874	14/18/23/33/36/47/50/58/73
6125710	0/1
6126657	0/1
6127365	0/1
6133064	0/2
6137377	1
6138389	3/6
6139087	1
6141853	0
6142939	2
6144968	4
6147608	0
6149157	2
6150080	1
6150412	4
6150630	5/7/8
6162329	10/11/15/16/17/22
6174350	25
6176881	9/12/13/19/24/34/39/41/51/52
6179413	9/12/13/19/24/34/39/41/51/52
6181001	62
6181130	62
6184287	9/12/13/19/24/34/39/41
6184701	9/12/13/19/24/34/39/41
6185669	9/12/13/19/24/34/39/41
6186341	9/12/13/19/24/34/39/41
6187091	9/12/13/19/24/34/39/41
6188392	55/63
6191528	28/32/38/40/43
6192136	56/65
6193761	56
6197085	28/32/38/40/43
6198083	14/18/23/33/36/47/50/58/75
6199390	42/49
