	0	1	2	3	4	5	6	7	8	9
5986085	0	81	0	0	0	0	2	0	0	66
6106554	0	35	0	98	0	0	0	0	0	0
5980583	0	0	30	0	74	0	0	39	0	0
5729094	0	0	55	0	0	0	64	0	0	0
6117502	0	0	0	0	49	0	9	0	41	0
6120275	81	77	45	0	0	18	0	0	0	0
6119338	0	0	0	35	0	0	78	0	78	26
6124768	16	0	82	26	87	78	89	0	66	0
6125365	0	0	0	0	17	0	82	0	0	0
6123512	3	0	0	0	0	0	82	0	0	0
6149132	0	23	0	0	0	99	32	77	38	0
6122812	2	66	47	2	40	0	0	0	0	0
6058944	64	32	0	9	28	0	2	0	0	33
5798705	32	23	0	0	23	99	0	77	38	0
5772884	0	23	0	0	0	99	0	77	38	0
5734821	35	0	0	2	0	0	67	68	0	28
5990376	0	0	0	2	0	90	0	95	9	30
6090867	23	8	0	22	0	0	0	91	0	0
6229501	0	8	0	22	0	100	0	0	9	0
6042595	0	23	0	0	0	99	0	77	38	0
6010152	0	23	0	0	0	99	0	77	38	83
6018846	0	23	0	0	0	99	25	-1	38	66
6154866	0	23	0	0	0	99	0	77	38	66
6209048	0	8	0	22	0	23	0	0	0	99
6081439	0	8	0	22	95	0	32	0	0	0
6222276	0	8	0	22	95	0	27	52	0	0
6166295	42	23	0	0	0	99	0	77	38	0
6135777	0	23	0	0	0	99	19	77	38	0
6022839	0	23	3	0	0	99	66	77	38	0
6016280	0	23	0	35	0	99	0	77	38	0
5938667	0	32	37	9	0	0	2	29	0	78
6183780	0	32	0	9	0	85	2	0	0	0
5942164	0	32	42	9	45	0	2	0	2	0
5693459	0	32	0	9	0	0	2	0	0	93
5819450	65	32	0	9	0	0	2	0	0	66
6190922	2	32	0	9	0	28	2	0	0	0
5849174	64	8	0	22	0	0	0	79	0	0
6224328	0	8	0	22	0	0	0	0	0	0
6224116	0	8	0	22	0	0	0	0	0	0
5899448	1	23	0	0	0	99	79	77	38	0
5908539	0	23	25	-1	0	99	0	77	38	0
6143092	0	23	25	-1	0	99	0	77	38	0
6189843	66	32	0	9	99	76	2	0	64	90
6190553	40	32	0	9	0	76	2	67	0	0
5801468	0	32	0	9	0	76	2	0	0	28
6189838	0	32	0	9	0	76	2	0	0	0
6161974	0	23	0	0	0	99	0	77	38	0
6166353	0	23	0	0	43	99	0	77	38	0
6024166	0	23	0	0	73	99	0	77	38	0
6145886	0	23	0	0	0	99	0	77	38	0
