cell	clone
6392186	1
6795887	1
6867098	3/7/9/14/15
7059102	5/10/11/12/17/19/21/26/29/31
7060021	5/10/11/12/17/19/21/26/29/31
7070086	34
7089173	3/7/9/14/15
7089350	3/7/9/14/15
7098579	38
7108125	0
7123000	0
7128867	32
7144155	5/10/11/12/17/19/21/26/29/31
7145640	5/10/11/12/17/19/21/26/29/31
7172650	5/10/11/12/17/19/21/26/29/31
7176365	39/48/53
7186827	3/7/9/14/15
7190273	3/7/9/14/15
7204332	41
7205463	0/1
7206171	0/1
7216183	1
7217195	0
7217893	1
7223774	2/6/16
7226414	1
7227963	1
7228886	1
7229436	1
7241135	5/10/11/12/17/19/21/26/29/31
7255687	32
7258219	32
7259807	33
7259936	5/10/11/12/17/19/21/26/29/31
7263093	5/10/11/12/17/19/21/26/29/31
7263507	32
7264475	5/10/11/12/17/19/21/26/29/31
7265897	5/10/11/12/17/19/21/26/29/31
7272567	33
7275891	5/10/11/12/17/19/21/26/29/31
7276889	5/10/11/12/17/19/21/26/29/31
7278196	5/10/11/12/17/19/21/26/29/31
7283892	3/7/9/14/15
7289950	23
7289955	3/7/9/14/15
7290665	3/7/9/14/15
7291034	3/7/9/14/15
7295538	3/7/9/14/15
7307712	28
7309160	4/8/13/18/37
