cell	clone
5421709	18/26/33/39/41/47
5467038	7/12/16
5581605	10/11/14
5672084	7/12/16
5676014	7/12/16
5717636	18/26/33/39/41/47
5731553	10/11/14
5746979	7/12/16
5755260	7/12/16
5820646	7/12/16
5885606	10/11/14
5897034	10/11/14
5960459	0
5964600	0
6047158	18/26/33/39/41/47
6065921	10/11/14
6086235	7/12/16
6104605	7/12/16
6106124	7/12/16
6113283	50
6113643	50
6126005	0
6136725	0
6137737	1
6144316	0
6146956	1
6149428	0
6149978	1
6161677	7/12/16
6178761	7/12/16
6183635	7/12/16
6184049	7/12/16
6186439	7/12/16
6193109	7/12/16
6196433	7/12/16
6197431	20
6198738	22
6214831	56
6224884	18/26/33/39/41/47
6256015	10/11/14
6257781	10/11/14
6262683	10/11/14
6264483	10/11/14
6275987	49
6284295	43
6285958	7/12/16
6286987	7/12/16
6289044	7/12/16
6298981	7/12/16
6303931	7/12/16
