cell	clone
6553785	25/30/32
6554078	20
6615081	3/7/13/19/36/39/42/53/60/68
6710120	43/46
6741648	28/35/47
6750691	2
6822812	38
6827648	38
6835936	38
6867027	5
6872597	0/1
6895509	20
6920373	62
6929130	25/30/32
6938978	38
6956619	3/7/13/19/36/39/42/53/60/68
6965648	9/10/11/12/14/24
6967057	15/21/52/59
6984220	0/1
6984928	2/4
6994940	0
6995952	1/2
6996650	1
7002531	2/4
7005171	2/4
7006720	1
7007643	0
7008193	1
7019892	1
7034444	73
7036976	25/30/32
7038564	25/30/32
7041850	62
7042264	62
7043232	62
7044654	62
7051324	25/30/32
7054648	38
7055646	43/46
7056953	38
7062649	38
7068707	38
7068712	38
7069422	55
7069791	38
7074295	43/46
7087917	9/10/11/12/14/24
7101145	25/34/44/45/51/58/61
7102985	28/35/47
7103197	28/35/47
