cell	clone
6398116	19/21/22
6425711	43
6479423	23
6499666	19/21/22
6513867	19/21/22
6527202	47
6538711	43
6546235	25
6546384	25
6546929	25/49
6567695	0
6572730	5/8/10
6581109	0
6602992	23
6606992	19/21/22
6638159	34
6646804	34
6672733	31/32/39/41/44
6678294	0
6679002	0
6689014	2
6690026	0
6690724	0
6696605	0
6699245	0
6700794	0
6701717	2
6702267	0
6713966	19/21/22
6728518	19/21/22
6731050	23
6732638	19/21/22
6735924	23
6736338	19/21/22
6737306	19/21/22
6738728	23
6745398	19/21/22
6748722	24
6749720	19/21/22
6751027	23
6756723	34
6762781	34
6762786	34
6763496	25
6763865	43
6768369	25
6781991	34
6795219	34
6797059	31/32/39/41/44
6797271	31/32/39/41/44
