cell	clone
5661013	10/15
5716526	7/14/18
5749860	38
5764958	0
5777872	1
5803835	7/14/18
5812264	3/6/9/11/16/21/25
5821573	10/15
5831051	2/12/13/17/19/27/36/43
5842270	0
5847836	0
5854516	0
5876967	7/14/18
5883657	20/24
5916357	2/12/13/17/19/27/36/43
5924941	0
5925888	0
5926596	4
5932295	1
5936608	0
5937620	0
5938318	0
5944199	0
5946839	5/8
5948388	0
5949311	0
5949643	1
5949861	0
5961560	7/14/18
5973581	7/14/18
5976112	3/6/9/11/16/21/29/30
5978644	3/6/9/11/16/21/32
5980232	10/15
5980361	3/6/9/11/16/21/25
5983518	10/15
5983932	3/6/9/11/16/21/31
5984900	10/15
5985572	3/6/9/11/16/21/31
5986322	3/6/9/11/16/21/29/30
5990759	3/6/9/11/16/21/29/30
5992992	10/15
5996316	3/6/9/11/16/21/25
5997314	10/15
5998621	3/6/9/11/16/21/31
6002702	2/12/13/17/19/27/36/52
6004317	41
6010375	39
6010380	39
6011090	42
6011459	42
