	0	1	2	3	4	5	6	7	8	9
8081682	0	17	0	24	69	67	89	0	25	0
7739734	14	19	24	64	98	46	18	27	0	87
8078660	0	74	78	0	42	81	0	59	20	0
8057709	0	0	39	66	0	17	0	17	47	87
8081132	0	37	34	1	62	46	47	85	83	0
8068429	14	30	34	0	41	70	0	0	89	70
7897431	14	0	27	89	0	16	0	90	65	59
8076020	27	19	8	0	0	17	0	24	0	0
8069441	0	19	17	14	44	17	31	0	28	0
7921488	92	42	0	4	0	14	78	14	92	77
8110465	92	42	0	25	20	14	75	0	44	77
8128137	92	42	0	98	9	14	0	0	27	77
8116721	92	42	0	0	0	14	26	34	0	77
8093381	92	42	0	25	0	14	0	66	0	77
8118143	92	42	0	25	59	14	0	0	0	77
7881835	92	42	0	0	0	14	25	0	0	77
8115339	92	42	0	0	42	14	0	0	10	77
7620903	92	42	0	41	0	14	0	0	0	77
8124813	92	42	33	65	0	14	73	0	0	77
8225057	92	42	66	0	0	14	25	0	0	77
8227460	92	42	0	0	0	14	25	0	0	77
8129135	92	42	67	0	9	14	0	0	0	77
7487638	92	42	0	0	0	14	70	0	0	77
7864060	92	42	78	35	0	14	98	0	0	77
8043007	92	42	78	35	0	14	98	25	0	77
8051011	92	42	0	0	0	14	25	0	0	77
8230356	92	42	78	0	0	14	25	0	0	77
7779497	92	42	0	75	0	14	0	84	0	77
7539477	92	42	0	0	0	14	70	0	0	77
8176474	92	42	0	0	0	14	70	10	0	77
8210439	92	42	78	35	0	14	98	0	0	77
7264429	92	42	78	35	0	14	98	0	0	77
8130442	92	42	45	0	62	14	0	0	14	77
8115753	92	42	65	0	42	14	0	0	29	77
8143280	92	42	0	0	0	14	70	0	0	77
8176686	92	42	0	0	45	14	70	0	5	-1
8181859	92	42	0	66	27	14	70	0	0	77
7823151	92	42	0	0	0	14	70	0	0	77
8014999	92	42	0	31	19	14	70	0	0	77
8213417	92	42	78	35	0	14	98	0	0	77
8214718	92	42	78	35	0	14	98	0	0	77
8040488	92	42	78	35	0	14	98	0	14	77
8041302	92	42	78	35	0	14	98	95	0	77
8013275	92	42	28	66	0	14	70	0	0	77
7971351	92	42	0	0	0	14	70	0	0	77
8196105	92	42	0	0	0	14	70	0	33	77
8192583	92	42	0	0	76	14	70	0	0	77
8019754	92	42	0	0	0	14	70	0	0	77
7798863	92	42	0	66	0	14	70	0	0	77
8142196	92	42	0	66	0	14	70	0	0	77
