cell	clone
5392224	5/11/14/15
5402296	5/11/14/15
5406375	5/11/14/15
5464867	2
5490094	8/26/28/54/56
5563606	36/38
5601989	8/26/28/54/56
5611030	8/26/28/54/56
5657372	43
5662227	4/10/13/22
5676158	36/38
5702828	0
5711013	2
5741778	62
5755690	32
5771460	41
5788117	4/10/13/22
5791284	39
5813813	0/1
5814521	0
5824533	0
5825545	0
5826243	2
5832124	2
5834764	0
5836313	3
5837236	1
5837786	0
5849485	8/26/28/54/56
5864037	8/26/28/54/56
5866569	8/26/28/54/56
5868157	62
5871443	62
5871857	62
5872825	62
5874247	5/11/14/15
5880917	36/38
5884241	30
5885239	5/11/14/15
5886546	5/11/14/15
5892242	5/11/14/15
5898300	4/10/13/22
5898305	4/10/13/22
5899015	4/10/13/22
5899384	47
5917510	39
5930738	36/38
5932578	57
5932790	57
5937963	58
