cell	clone
7064513	94
7137021	6/16/39/40
7219469	66/69/74
7256516	82
7264844	0
7277629	0
7291969	6/16/39/40
7300603	6/16/39/40
7349007	20/21/26/32/53/60
7365872	51/59/76
7391570	66/69/74
7410178	86
7414676	82
7430503	0
7443618	0
7455288	45
7462165	46/55
7473998	49
7489103	6/16/39/40/46
7491086	43/50
7506139	3/17/19/27/30/34/41
7510068	20/21/26/32/53/60
7555401	90
7574842	66/69/74
7584531	80
7585520	80
7603558	0
7610276	1
7623162	0
7623884	0
7625217	0
7627732	6/16/39/40
7631216	6/16/39/40
7663210	6/16/39/40
7663369	6/16/39/40
7665632	6/16/39/40
7672845	6/16/39/40
7687133	3/17/19/27/30/34/41
7688217	20/21/26/32/53/60
7721411	90
7721623	51/59/76
7726796	90
7737520	66/69/74
7741042	66/69/74
7755376	66/69/74
7758354	66/69/74
7759655	86
7769994	82
7772397	82
7775293	82
