cell	clone
4581411	0
4670970	0
4672816	0
4825943	4/9/11/15/16/24/26
4838961	23
4907173	4/9/11/15/16/24/26
4927020	4/9/11/15/16/24/26
4935113	6/8/13/14/18
4949330	6/8/13/14/18
4982998	0
5001392	4/9/11/15/16/24/26
5003673	4/9/11/15/16/24/26
5016015	28
5019399	4/9/11/15/16/24/26
5047019	6/8/13/14/18
5050396	23
5054346	6/8/13/14/18
5054510	6/8/13/14/18
5060661	0/1/2
5061608	0/1/2
5062316	0
5068015	0
5072328	0
5073340	0
5074038	1
5079919	2
5082559	0
5084108	0
5085031	0
5085581	2
5097280	4/9/11/15/16/24/26
5111832	4/9/11/15/16/24/26
5114364	4/9/11/15/16/24/26
5115952	28/30
5116081	28
5119238	4/9/11/15/16/24/26
5119652	4/9/11/15/16/24/26
5120620	4/9/11/15/16/24/26
5122042	4/9/11/15/16/24/26
5128712	28
5132036	4/9/11/15/16/24/26
5133034	4/9/11/15/16/24/26
5134341	4/9/11/15/16/24/26
5138422	6/8/13/14/18
5140037	22
5146095	6/8/13/14/18
5146100	6/8/13/14/18
5146810	22
5147179	6/8/13/14/18
5151683	23
