cell	clone
8795178	30
8816602	27/28/31/32/38
9005983	0
9088280	6/12/15/18/20/21
9146921	13/14/17
9154736	19
9158634	13/14/17
9190099	44
9196663	27/28/31/32/38
9198744	27/28/31/32/38
9209137	55
9247042	0
9252014	2
9294313	29
9308552	6/22
9313684	6/22
9342649	10/11/16/43
9347544	10/11/16/43
9363272	57
9364987	0/6/12/15/18/20/21
9365695	0/4
9375707	0
9376719	0
9377417	2
9383298	1/3
9385938	2
9387487	0
9388410	0
9388960	5
9400659	13/14/17/19
9415211	13/14/17
9417743	6/22
9419331	6/22
9422617	30
9423031	6/22
9423999	29
9425421	34/35
9432091	33
9435415	34/35
9436413	34/35
9437720	6/22
9443797	27/28/31/32/38
9444718	27/28/31/32/38
9448807	44
9459860	27/28/31/32/38
9468686	6/12/15/18/20/21/50
9481914	6/12/15/18/20/21
9483754	51
9483966	6/12/15/18/20/21
9489139	9/23/36/39/41
