cell	clone
5978266	73
6101221	20/37
6114314	6/9/10/15/17/18/31/34/38/41/46/51/72
6117057	6/9/10/15/17/18/31/34/38/41/46/51/73
6136874	0/1
6138383	0/1
6201674	73
6207378	73
6209129	16/35/40/88
6210665	0/1
6221581	0/1
6230882	0/1
6247295	5/19/26/39
6255067	5/19/26/39
6259030	20/37
6276659	73
6287242	0/1/2
6288189	0/1
6288897	0/1
6294596	2/3
6298909	2
6299921	2
6300619	3
6303385	0/1
6304471	2
6306500	0/1
6309140	2
6310689	2
6311612	3
6311944	3
6312162	2
6323861	20/37/44
6335882	5/19/26/39
6338413	44
6340945	6/9/10/15/17/18/31/34/38/41/46/51/72
6342533	6/9/10/15/17/18/31/34/38/41/46/51/73
6342662	6/9/10/15/17/18/31/34/38/41/46/51/73
6345819	6/9/10/15/17/18/31/34/38/41/46/51/74
6346233	6/9/10/15/17/18/31/34/38/41/46/51/74
6347201	75/76/83
6347873	6/9/10/15/17/18/31/34/38/41/46/51/74
6348623	6/9/10/15/17/18/31/34/38/41/46/51
6349924	74
6353060	73
6353668	72/82
6355293	73
6358617	73
6359615	73
6360922	74
6365003	16/35/40/88
