cell	clone
7264429	40
7487638	30/37
7539477	30/37
7620903	25
7739734	0
7779497	2/4/7/9/11/14/20/22
7798863	30/37
7823151	30/37
7864060	34/35
7881835	32/33
7897431	0/2
7921488	2/4/7/9/11/14/20/22
7971351	30/37
8013275	30/37
8014999	30/37
8019754	30/37
8040488	34/35
8041302	34/35
8043007	34/35
8051011	32/33
8057709	0/1
8068429	3
8069441	0/1
8076020	0/1
8078660	0
8081132	1/3
8081682	0
8093381	2/4/7/9/11/14/20/22
8110465	2/4/7/9/11/14/20/22
8115339	2/4/7/9/11/14/20/22
8115753	2/4/7/9/11/14/20/22
8116721	2/4/7/9/11/14/20/22
8118143	2/4/7/9/11/14/20/22
8124813	2/4/7/9/11/14/20/22
8128137	2/4/7/9/11/14/20/22
8129135	2/4/7/9/11/14/20/22
8130442	2/4/7/9/11/14/20/22
8142196	30/37
8143280	30/37
8176474	38
8176686	30/37
8181859	30/37
8192583	30/37
8196105	30/37
8210439	34/35
8213417	34/35
8214718	34/35
8225057	32/33
8227460	32/33
8230356	32/33
