	0	1	2	3	4	5	6	7	8	9
8566462	0	26	35	79	41	72	30	0	86	0
8734928	26	35	26	11	36	72	82	7	25	38
8778745	41	64	0	0	64	72	0	2	64	12
8739241	79	11	73	90	18	72	15	0	0	86
8749472	0	0	79	62	2	72	35	48	0	70
8746832	66	24	0	70	23	72	61	27	23	0
8776214	41	39	0	0	0	72	0	2	59	35
8684002	41	93	0	45	0	72	84	2	79	23
8679985	41	0	35	0	85	72	0	2	36	0
8781277	41	23	53	0	85	72	34	2	36	2
8729229	41	35	56	2	0	72	99	0	79	7
8752494	79	7	0	7	79	72	11	0	79	0
8649950	86	86	37	26	0	72	61	0	23	2
8751021	2	0	3	45	34	72	2	0	23	96
8805161	41	82	82	2	20	72	0	2	30	18
8764193	41	74	21	0	0	72	0	2	65	41
8403834	41	2	0	48	56	72	23	2	0	1
8727574	28	21	64	34	0	72	24	62	94	21
8643224	79	52	3	20	94	72	82	0	0	0
8728521	0	24	80	52	0	72	38	69	65	70
8751944	53	24	5	-1	84	72	38	0	77	65
8608423	45	45	0	24	87	72	35	20	17	0
8597521	45	45	0	24	87	72	35	20	17	0
8782104	45	45	0	24	87	72	35	20	17	0
8644982	64	70	94	53	0	72	0	85	0	0
8257508	0	35	87	64	87	72	94	56	11	18
8815729	41	0	23	48	41	72	14	2	0	0
8722780	41	0	0	48	41	72	14	2	35	0
8529542	41	0	0	48	41	72	14	2	0	11
8794062	45	45	0	24	87	72	35	20	17	0
8740253	0	48	87	35	41	72	94	69	0	56
8740951	35	0	87	2	0	72	94	0	0	0
8631088	41	0	0	48	41	72	14	2	76	52
8819398	41	0	0	48	41	72	14	2	0	0
8429361	45	45	0	24	87	72	35	20	17	0
8787358	45	45	0	24	87	72	35	20	17	0
8798223	65	20	0	56	30	72	35	52	16	79
8174520	65	20	95	56	30	72	35	0	16	79
8515170	65	20	0	56	30	72	35	41	16	79
8819162	41	0	0	48	41	72	14	2	62	0
8691695	65	20	0	56	30	72	35	0	16	79
8703857	65	20	0	56	30	72	35	0	16	79
8785450	65	20	0	56	30	72	35	0	16	79
8796679	65	20	0	56	30	72	35	0	16	79
8542003	41	0	0	48	41	72	14	2	0	0
8803124	41	0	0	48	41	72	14	2	0	0
8621363	41	79	0	48	41	72	14	2	0	0
8629040	41	0	0	48	41	72	14	2	94	77
8624985	41	0	0	48	41	72	14	2	0	0
8809093	41	0	0	48	41	72	14	2	0	0
