cell	clone
4257531	17
4719363	0
4735566	37
4968301	41
4993723	2/8/12/18/22/35
5038485	15
5049376	15
5077143	0
5119647	2/8/12/18/22/35
5135517	4/5/7/9/11/19
5136356	4/5/7/9/11
5138578	4/5/7/9/11
5192899	0
5222753	2/8/12/18/22/35
5226708	2/8/12/18/22/35
5260335	16
5273587	17
5281986	15
5302006	0
5302714	0
5312726	1
5313738	0
5314436	0
5320317	0
5322957	0
5324506	0
5325429	0
5325979	0
5337678	2/8/12/18/22/35
5352230	2/8/12/18/22/35
5354762	2/8/12/18/22/35
5356350	2/8/12/18/22/35
5359636	2/8/12/18/22/35
5360050	2/8/12/18/22/35
5361018	2/8/12/18/22/35
5362440	2/8/12/18/22/35
5369110	37
5372434	2/8/12/18/22/35
5373432	2/8/12/18/22/35
5374739	2/8/12/18/22/35
5380435	4/5/7/9/11/17
5386493	16
5386498	13
5387208	13
5387577	4/5/7/9/11
5392081	17
5405703	15/28
5418931	15
5420771	15
5420983	15
