cell	clone
10825132	9/13/16/19/24/31/37/48
10947338	9/13/16/19
10954404	22
10980979	63
11013086	0
11078590	31/37/47
11182506	4/11/14/15/18/38/44/49/53
11189275	31/37/47
11198368	31/37/48/57/58/59
11220173	1
11225160	1
11233165	1
11247352	9/13/16/19/22/33/41
11259066	9/13/16/19/24/31/37/47
11266782	22
11270639	24
11290252	4/11/14/15/18/38/44/49/53
11299428	31/37/47
11324649	36/43/60
11326076	0/1
11326784	2
11336796	1
11337808	3
11338506	1
11344387	1
11347027	1
11348576	1
11349499	1
11350049	1
11361748	9/13/16/19/24/31/37/47
11376300	9/13/16/19/24/31/37
11378832	9/13/16/19
11380420	24
11383706	9/13/16/19
11384120	22
11385088	30
11386510	9/13/16/19
11393180	9/13/16/19
11396504	9/13/16/19
11397502	22
11398809	23
11404505	4/11/14/15/18/38/44/49/53/77
11410563	4/11/14/15/18/38/44/49/53
11410568	4/11/14/15/18/38/44/49/53
11411278	4/11/14/15/18/38/44/49/53
11411647	75/78
11416151	31/37/47
11428325	65/66
11429773	31/37/47
11443001	36/43/60
