cell	clone
11807892	7/9
11878036	14/16/17/18/21/22/30/31/32/35/36
12121047	26/29/37/44/52/54/56/57
12177761	13/19/20
12317166	75
12335940	26/29/37/44/52/54/56/57/62
12361792	0/1
12428485	14/16/17/18/21/22/30/31/32/35/36
12429109	26/29/37/44/52/54/56/57/69/70/71
12440860	26/29/37/44/52/54/56/57/62
12476908	6
12481876	10
12497701	13/19/20
12504665	27/28
12524315	14/16/17/18/21/22/30/31/32/35/36
12533729	47/48/50
12551066	62
12571369	12/15/23/59/67/73
12571793	12/15/23/59/67/73
12572818	12/15/23/59/67/73
12582061	0/1/6
12582769	0/1/7/9
12592781	5
12593793	6
12594491	6
12600372	11
12603012	0/2/3/4/8
12604561	7/9
12605484	0/1
12606034	6
12617733	13/19/20
12632285	14/16/17/18/21/22/30/31/32/35/36
12634817	14/16/17/18/21/22/30/31/32/35/36
12636405	14/16/17/18/21/22/30/31/32/35/36
12639691	14/16/17/18/21/22/30/31/32/35/36
12640105	47/48/50
12641073	14/16/17/18/21/22/30/31/32/35/36
12642495	40
12649165	14/16/17/18/21/22/30/31/32/35/36
12652489	14/16/17/18/21/22/30/31/32/35/36
12653487	47/48/50
12654794	14/16/17/18/21/22/30/31/32/35/36
12660490	34/45/53/66
12666548	34/45/53
12666553	26/29/37/44/52/54/56/57/62
12667263	66
12667632	68
12672136	26/29/37/44/52/54/56/57
12684310	12/15/23/59/67/73/77
12685758	12/15/23/59/67/73/82/84
