	0	1	2	3	4	5	6	7	8	9
0_P	2	97	91	0	61	14	86	10	0	96
2_P	91	53	81	18	76	35	40	43	23	59
6/8/45/51/55/60/64/66/71_M7	35	33	0	86	0	35	53	23	31	77
1_P	85	0	18	6	17	66	54	100	72	20
10_P	97	0	8	23	67	54	76	18	53	17
15/22/25_M1	2	82	38	0	30	84	36	14	41	0
16_M1	33	23	45	37	36	0	85	50	73	67
30/31_M1	0	23	35	73	7	90	85	37	31	67
4/9/23/27/32/41/44/49_M3	35	62	76	53	23	0	81	86	85	0
68_M3	96	0	96	53	10	78	87	54	91	37
76_M3	92	74	75	99	16	34	93	10	8	34
79/95/98_M9	62	66	91	18	66	73	96	54	66	72
97/99/103_M9	37	0	53	90	86	96	48	75	65	57
12/18/20/38/40/46/48/54/58/62/70/72_M5	14	0	22	44	67	24	72	69	18	91
87_M5	0	8	23	29	82	23	72	23	2	91
89_M5	97	0	0	23	0	37	72	10	40	91
90_M5	88	89	45	0	40	57	72	2	0	91
43/81_M5	53	53	23	35	59	32	95	0	35	14
85_M5	76	53	0	87	35	32	84	96	99	77
3_P	35	77	89	0	61	59	67	45	68	86
26/42/47_P	32	18	0	37	66	43	73	15	66	22
39/50_M2	53	40	34	2	30	52	30	91	66	38
57_M2	10	18	74	76	30	47	35	54	96	0
59_M2	36	84	96	48	30	0	67	90	48	89
13_M1	18	0	32	0	81	61	67	31	40	29
28_M1	76	79	23	35	57	39	67	27	89	45
35_M1	96	23	2	23	0	18	67	38	53	6
13_M2	35	47	34	38	45	66	67	57	29	76
7/11/14/19/21/24/36/37/52/53_M3	0	48	0	30	30	86	67	62	35	59
7/11/14/19/21/24/36/37/52/53_M9	34	48	53	0	85	29	67	0	23	85
5/17/29/56/61/65/67_M4	84	66	91	0	99	35	67	0	0	2
77_M4	17	40	85	66	26	35	67	73	45	2
80_M4	0	85	68	54	54	23	67	35	43	61
83/91_M8	39	43	2	23	15	35	67	91	44	81
63_P	32	18	46	81	23	45	81	45	92	36
33_M1	46	0	0	8	54	23	67	37	23	23
33_M2	86	53	65	74	53	62	67	35	2	35
34_M1	82	59	59	41	76	99	67	0	93	40
34_M2	27	76	0	53	23	86	67	42	96	99
73_M3	14	48	35	16	67	0	67	23	24	52
75_M3	37	48	54	44	23	14	67	53	17	45
69_M4	38	66	62	11	37	94	67	100	91	0
82/84/96_M6	0	23	75	2	57	77	67	53	14	2
100/101/102_M6	35	23	66	85	91	15	67	0	53	55
104_M6	72	44	0	34	2	35	67	0	89	62
105_M6	35	71	53	43	79	90	67	14	0	35
86_P	32	2	50	23	54	14	65	53	2	23
92_P	32	2	0	66	14	0	20	75	0	35
93_P	32	2	8	66	35	23	95	73	0	78
74_M4	91	14	65	0	47	96	67	35	90	2
78_M4	35	37	44	86	84	18	67	16	35	38
88_P	32	2	0	40	77	0	53	45	6	35
94_P	32	2	61	92	35	23	21	38	89	37
