Sample	posterior	likelihood	prior	treeHeight	editRate.1	editRate.2	editRate.3	editRate.4	editRate.5	editRate.6	editRate.7	editRate.8	editRate.9	editRate.10	editRate.11	editRate.12	editRate.13	editRate.14	editRate.15	editRate.16	editRate.17	editRate.18	editRate.19	editRate.20	editRate.21	editRate.22	editRate.23	editRate.24	editRate.25	editRate.26	editRate.27	editRate.28	editRate.29	editRate.30	editRate.31	editRate.32	editRate.33	editRate.34	editRate.35	editRate.36	editRate.37	silencingRate	clockRate.c	relativeGeoRates.1	relativeGeoRates.2	relativeGeoRates.3	relativeGeoRates.4	relativeGeoRates.5	relativeGeoRates.6	relativeGeoRates.7	relativeGeoRates.8	relativeGeoRates.9	traitClockRate	geoSubstModelLogger.relGeoRate_PRL_FML	geoSubstModelLogger.relGeoRate_PRL_LNSL	geoSubstModelLogger.relGeoRate_PRL_UNL	geoSubstModelLogger.relGeoRate_FML_PRL	geoSubstModelLogger.relGeoRate_FML_LNSL	geoSubstModelLogger.relGeoRate_FML_UNL	geoSubstModelLogger.relGeoRate_LNSL_PRL	geoSubstModelLogger.relGeoRate_LNSL_FML	geoSubstModelLogger.relGeoRate_LNSL_UNL	geoSubstModelLogger.relGeoRate_UNL_PRL	geoSubstModelLogger.relGeoRate_UNL_FML	geoSubstModelLogger.relGeoRate_UNL_LNSL	treeLikelihood	traitLikelihood	
0	-827.8088003521925	-512.847797734291	-314.9610026179015	9.055466624077312	0.13569053644374351	0.03253016507414863	0.03969850278802195	0.024603298211084368	0.007971131819439314	0.04394296967160244	0.05282467399543864	0.09618386904774119	0.010056166323555424	0.0362365632618816	0.03986015460474654	0.008203743714541911	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.03543225897324151	0.02207182155071595	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.023328571241748364	0.016405325807195434	0.015837861274984766	0.020938223662532493	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.600518493249769E-5	0.007455603634590282	0.05518964782748525	0.009079193275217242	0.006343224407901622	1.1071182227791214	1.0649498884012383	1.7396139774452257	1.5893701234504196	1.7563552333009136	0.9258037511400049	1.1301208143845054	0.05518964782748525	0.05518964782748525	0.05518964782748525	0.0	0.05518964782748525	0.05518964782748525	0.0	0.05518964782748525	0.05518964782748525	0.0	0.05518964782748525	0.05518964782748525	-395.4120881339503	-117.43570960034074	
1	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
2	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
3	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
4	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
5	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
6	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
7	-808.4960442095569	-507.87235838690424	-300.62368582265265	7.675192166114696	0.13569053644374351	0.03607813009516703	0.03969850278802195	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.09618386904774119	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.009262479735305695	0.013313919697991533	0.027789105666381347	0.004769965134309703	0.005198612979446779	0.028546466802555223	0.030494524964264386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.0029345772765159983	0.016528591014499536	0.00965772649558283	0.012857360786177038	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.021713563804855895	0.007092592828710539	0.004975607972371385	0.05816507584926943	5.469084665194561E-5	0.006637222197018853	0.020380406061869652	0.017087406741122264	0.011375850456320839	0.7615153674885289	1.2716551510469687	1.2415708151442615	2.0567500651541493	1.1379874796176204	1.7658615268574553	0.7547486983037122	0.020380406061869652	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	0.0	0.020380406061869652	0.020380406061869652	-406.2954368809774	-101.57692150592689	
8	-818.1923698032139	-507.7751456501834	-310.4172241530305	13.84965721933539	0.023415154985894082	0.03607813009516703	0.04059834698052517	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.2075594063130874	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.014091506810584353	0.013313919697991533	0.027789105666381347	0.02709531020678023	0.005198612979446779	0.028546466802555223	0.00816917989179386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.018759622267656345	0.016528591014499536	0.00965772649558283	0.00802833371089838	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.005888518813715549	0.007092592828710539	0.004975607972371385	0.05816507584926943	2.1632090224559216E-4	0.00898111564549082	0.034139515578339726	0.014326694365901548	0.00804750332716968	1.084628685012091	1.0056790506300082	1.3249170977743774	3.81947688059934	1.4233215997015767	0.9935894979886349	0.8529968263161666	0.034139515578339726	0.034139515578339726	0.034139515578339726	0.0	0.034139515578339726	0.034139515578339726	0.0	0.034139515578339726	0.034139515578339726	0.0	0.034139515578339726	0.034139515578339726	-411.6917336168043	-96.08341203337909	
9	-818.1923698032139	-507.7751456501834	-310.4172241530305	13.84965721933539	0.023415154985894082	0.03607813009516703	0.04059834698052517	0.013346816743249834	0.007971131819439314	0.005748489336370788	0.05282467399543864	0.2075594063130874	0.013506028812834234	0.0362365632618816	0.03986015460474654	0.009691615234240225	0.04767526241996645	0.014091506810584353	0.013313919697991533	0.027789105666381347	0.02709531020678023	0.005198612979446779	0.028546466802555223	0.00816917989179386	0.07152278335378214	0.010164464005168669	0.012565842414989245	0.008632252907497806	0.018759622267656345	0.016528591014499536	0.00965772649558283	0.00802833371089838	0.015837861274984766	0.03460906840869803	0.010423624232159145	0.022276175556149233	0.026155981635492362	0.005888518813715549	0.007092592828710539	0.004975607972371385	0.05816507584926943	2.1632090224559216E-4	0.00898111564549082	0.034139515578339726	0.014326694365901548	0.00804750332716968	1.084628685012091	1.0056790506300082	1.3249170977743774	3.81947688059934	1.4233215997015767	0.9935894979886349	0.8529968263161666	0.034139515578339726	0.034139515578339726	0.034139515578339726	0.0	0.034139515578339726	0.034139515578339726	0.0	0.034139515578339726	0.034139515578339726	0.0	0.034139515578339726	0.034139515578339726	-411.6917336168043	-96.08341203337909	
