Sample	posterior	likelihood	prior	treeHeight	editRate.1	editRate.2	editRate.3	editRate.4	editRate.5	editRate.6	editRate.7	editRate.8	editRate.9	editRate.10	editRate.11	editRate.12	editRate.13	editRate.14	editRate.15	editRate.16	editRate.17	editRate.18	editRate.19	editRate.20	editRate.21	editRate.22	editRate.23	editRate.24	editRate.25	editRate.26	editRate.27	editRate.28	editRate.29	editRate.30	editRate.31	editRate.32	editRate.33	editRate.34	editRate.35	editRate.36	editRate.37	silencingRate	clockRate.c	relativeGeoRates.1	relativeGeoRates.2	relativeGeoRates.3	relativeGeoRates.4	relativeGeoRates.5	relativeGeoRates.6	relativeGeoRates.7	relativeGeoRates.8	relativeGeoRates.9	relativeGeoRates.10	traitClockRate	geoSubstModelLogger.relGeoRate_PRL_FML	geoSubstModelLogger.relGeoRate_PRL_LNSL	geoSubstModelLogger.relGeoRate_PRL_UNL	geoSubstModelLogger.relGeoRate_FML_PRL	geoSubstModelLogger.relGeoRate_FML_LNSL	geoSubstModelLogger.relGeoRate_FML_UNL	geoSubstModelLogger.relGeoRate_LNSL_PRL	geoSubstModelLogger.relGeoRate_LNSL_FML	geoSubstModelLogger.relGeoRate_LNSL_UNL	geoSubstModelLogger.relGeoRate_UNL_PRL	geoSubstModelLogger.relGeoRate_UNL_FML	geoSubstModelLogger.relGeoRate_UNL_LNSL	treeLikelihood	traitLikelihood	
0	-771.2670553246476	-470.1865721246971	-301.08048319995044	6.514960458240264	0.018320556197596982	0.01797711119013745	0.05947364365405544	0.03011484472256093	0.01992354489204083	0.03189521180166384	0.04862170484979797	0.023523867694089054	0.04575138410108859	0.012036343656881304	0.008217223946692859	0.04216207417094363	0.05062251052741629	0.009258629330535548	0.08251275627298357	0.013799749110571552	0.017899114463867813	0.012863094551616272	0.028200508136905222	0.05141310181327938	0.009415402883764287	0.02537196360931869	0.020511829436638193	0.06286716724866424	0.0021393571646618204	0.012755041732810835	0.005060729279415574	0.02388142206442688	0.012302335380534477	0.02541938800103459	0.013762842801162675	0.015372576662260773	0.0802917318441647	0.008016067896513768	0.0036526125004500004	0.013857886730530775	0.04073466907892319	2.2087988431994791E-4	0.005342009591624884	1.2818953738480214	2.225372160773458	0.10777315905613682	0.813821350609234	1.3786677643992065	0.07571818330563981	3.3257615352001717	0.5800550439111878	0.6786697473779683	1.3992264778657828	1.9504822961658952	2.225372160773458	2.225372160773458	2.225372160773458	1.2818953738480214	2.225372160773458	2.225372160773458	1.2818953738480214	2.225372160773458	2.225372160773458	1.2818953738480214	2.225372160773458	2.225372160773458	-385.6271681490393	-84.55940397565779	
1	-768.2865034113045	-468.0673372640267	-300.2191661472778	6.137794140038459	0.018320556197596982	0.01797711119013745	0.05947364365405544	0.03011484472256093	0.01992354489204083	0.03189521180166384	0.04862170484979797	0.010152610843324597	0.04575138410108859	0.02418408227148791	0.008217223946692859	0.04216207417094363	0.05062251052741629	0.009258629330535548	0.07537957419768657	0.013799749110571552	0.017899114463867813	0.022918683699851394	0.0181449189886701	0.05263662004943723	0.009415402883764287	0.02537196360931869	0.020511829436638193	0.0396535052539657	0.0021393571646618204	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.012302335380534477	0.0325525700763316	0.013762842801162675	0.015372576662260773	0.0802917318441647	0.008016067896513768	0.0036526125004500004	0.013857886730530775	0.06859129441202826	2.469087059238754E-4	0.006520494933079321	1.1498714077984367	2.6716397534033454	0.10951906465424718	0.7342085267731913	1.359614325744601	0.1118113006090564	2.196088456592857	0.44396749611065267	0.8037303290395605	1.4714478813086307	3.7259396285591473	2.6716397534033454	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	-381.791306391116	-86.27603087291075	
2	-768.2865034113045	-468.0673372640267	-300.2191661472778	6.137794140038459	0.018320556197596982	0.01797711119013745	0.05947364365405544	0.03011484472256093	0.01992354489204083	0.03189521180166384	0.04862170484979797	0.010152610843324597	0.04575138410108859	0.02418408227148791	0.008217223946692859	0.04216207417094363	0.05062251052741629	0.009258629330535548	0.07537957419768657	0.013799749110571552	0.017899114463867813	0.022918683699851394	0.0181449189886701	0.05263662004943723	0.009415402883764287	0.02537196360931869	0.020511829436638193	0.0396535052539657	0.0021393571646618204	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.012302335380534477	0.0325525700763316	0.013762842801162675	0.015372576662260773	0.0802917318441647	0.008016067896513768	0.0036526125004500004	0.013857886730530775	0.06859129441202826	2.469087059238754E-4	0.006520494933079321	1.1498714077984367	2.6716397534033454	0.10951906465424718	0.7342085267731913	1.359614325744601	0.1118113006090564	2.196088456592857	0.44396749611065267	0.8037303290395605	1.4714478813086307	3.7259396285591473	2.6716397534033454	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	-381.791306391116	-86.27603087291075	
3	-768.2865034113045	-468.0673372640267	-300.2191661472778	6.137794140038459	0.018320556197596982	0.01797711119013745	0.05947364365405544	0.03011484472256093	0.01992354489204083	0.03189521180166384	0.04862170484979797	0.010152610843324597	0.04575138410108859	0.02418408227148791	0.008217223946692859	0.04216207417094363	0.05062251052741629	0.009258629330535548	0.07537957419768657	0.013799749110571552	0.017899114463867813	0.022918683699851394	0.0181449189886701	0.05263662004943723	0.009415402883764287	0.02537196360931869	0.020511829436638193	0.0396535052539657	0.0021393571646618204	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.012302335380534477	0.0325525700763316	0.013762842801162675	0.015372576662260773	0.0802917318441647	0.008016067896513768	0.0036526125004500004	0.013857886730530775	0.06859129441202826	2.469087059238754E-4	0.006520494933079321	1.1498714077984367	2.6716397534033454	0.10951906465424718	0.7342085267731913	1.359614325744601	0.1118113006090564	2.196088456592857	0.44396749611065267	0.8037303290395605	1.4714478813086307	3.7259396285591473	2.6716397534033454	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	1.1498714077984367	2.6716397534033454	2.6716397534033454	-381.791306391116	-86.27603087291075	
4	-777.1157300845366	-467.9574524049905	-309.1582776795461	7.9050715526847455	0.018320556197596982	0.01797711119013745	0.05947364365405544	0.04469812191217831	0.0038894750347824164	0.031182500006384853	0.019416104406524942	0.010152610843324597	0.04575138410108859	0.02418408227148791	0.008929935741971845	0.04216207417094363	0.05062251052741629	0.009258629330535548	0.046903902314273854	0.01681925948606719	0.017899114463867813	0.03194606262989452	0.06265466072934123	0.07882271011721462	0.009415402883764287	0.02537196360931869	0.03853364830486049	0.021631686385743407	0.0021393571646618204	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.012302335380534477	0.0325525700763316	0.013762842801162675	0.015372576662260773	0.06570845465454732	0.008016067896513768	0.0036526125004500004	0.004830507800487646	0.06859129441202826	3.48297004562524E-4	0.006565762156903771	1.1967608101560996	4.300545454609261	0.17020081484131602	1.1924830789231975	0.5540814704036358	0.169774115193399	2.3180900006927687	0.41656655170142354	0.9456926344997859	1.732889046297205	4.946202515818873	4.300545454609261	4.300545454609261	4.300545454609261	1.1967608101560996	4.300545454609261	4.300545454609261	1.1967608101560996	4.300545454609261	4.300545454609261	1.1967608101560996	4.300545454609261	4.300545454609261	-380.4162027451813	-87.54124965980921	
5	-777.1157300845366	-467.9574524049905	-309.1582776795461	7.9050715526847455	0.018320556197596982	0.01797711119013745	0.05947364365405544	0.04469812191217831	0.0038894750347824164	0.031182500006384853	0.019416104406524942	0.010152610843324597	0.04575138410108859	0.02418408227148791	0.008929935741971845	0.04216207417094363	0.05062251052741629	0.009258629330535548	0.046903902314273854	0.01681925948606719	0.017899114463867813	0.03194606262989452	0.06265466072934123	0.07882271011721462	0.009415402883764287	0.02537196360931869	0.03853364830486049	0.021631686385743407	0.0021393571646618204	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.012302335380534477	0.0325525700763316	0.013762842801162675	0.015372576662260773	0.06570845465454732	0.008016067896513768	0.0036526125004500004	0.004830507800487646	0.06859129441202826	3.48297004562524E-4	0.006565762156903771	1.1967608101560996	4.300545454609261	0.17020081484131602	1.1924830789231975	0.5540814704036358	0.169774115193399	2.3180900006927687	0.41656655170142354	0.9456926344997859	1.732889046297205	4.946202515818873	4.300545454609261	4.300545454609261	4.300545454609261	1.1967608101560996	4.300545454609261	4.300545454609261	1.1967608101560996	4.300545454609261	4.300545454609261	1.1967608101560996	4.300545454609261	4.300545454609261	-380.4162027451813	-87.54124965980921	
6	-766.0283171275049	-467.4816634317084	-298.5466536957965	6.678386580172452	0.015997640374028843	0.01797711119013745	0.05947364365405544	0.04469812191217831	0.03147160358964461	0.006829473119225063	0.019416104406524942	0.010152610843324597	0.0398850515829966	0.02418408227148791	0.008929935741971845	0.04216207417094363	0.05062251052741629	0.002882470297052117	0.046903902314273854	0.022685592004159177	0.0422521413510276	0.03372495258121366	0.03739544799804717	0.07882271011721462	0.009415402883764287	0.007855061247860382	0.03853364830486049	0.021631686385743407	0.008515516198145251	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.010523445429215336	0.050069472437789905	0.013762842801162675	0.015372576662260773	0.06570845465454732	0.008016067896513768	0.0036526125004500004	0.004830507800487646	0.06859129441202826	9.468075879813603E-5	0.008550971519952582	1.1263966378942005	2.7167379131322407	0.34106330031804494	1.4956624432279044	0.7812187603289181	0.11506134815561242	1.6658898880637163	0.3211423219789075	0.6449093291004888	0.9758005443933109	2.140202898976571	2.7167379131322407	2.7167379131322407	2.7167379131322407	1.1263966378942005	2.7167379131322407	2.7167379131322407	1.1263966378942005	2.7167379131322407	2.7167379131322407	1.1263966378942005	2.7167379131322407	2.7167379131322407	-380.9034395412319	-86.57822389047651	
7	-774.9869890378772	-467.0682456601103	-307.9187433777669	8.039685634009949	0.015997640374028843	0.01797711119013745	0.04245464772562352	0.034780977877009456	0.03147160358964461	0.02043592095501097	0.019416104406524942	0.010152610843324597	0.0398850515829966	0.02418408227148791	0.008929935741971845	0.04216207417094363	0.06053965456258514	0.002882470297052117	0.046903902314273854	0.022685592004159177	0.0422521413510276	0.04793659983161869	0.03739544799804717	0.05100461503102369	0.009415402883764287	0.007855061247860382	0.012085619962172375	0.021631686385743407	0.008515516198145251	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.010523445429215336	0.050069472437789905	0.013762842801162675	0.015372576662260773	0.06570845465454732	0.02503506382494569	0.0025422305282609553	0.032388918115364804	0.06859129441202826	1.1196446501865E-4	0.009867149983340434	1.1633407197208487	2.429148277190792	0.3172027787268337	1.4104781734955727	0.8027438413914333	0.13852067777630317	1.2488298481276372	0.3242670475160661	0.6540155596768932	0.7115285385697138	2.871306160060898	2.429148277190792	2.429148277190792	2.429148277190792	1.1633407197208487	2.429148277190792	2.429148277190792	1.1633407197208487	2.429148277190792	2.429148277190792	1.1633407197208487	2.429148277190792	2.429148277190792	-379.964151610194	-87.10409404991627	
8	-752.0968721726892	-467.06275913176955	-285.0341130409197	7.809057737714826	0.015997640374028843	0.03252640827806086	0.04208708828298152	0.04693631490658773	0.03147160358964461	0.02043592095501097	0.019416104406524942	0.010152610843324597	0.0398850515829966	0.018183452476763645	0.010992939160791998	0.042529633613585624	0.06053965456258514	0.002882470297052117	0.04527728363962877	0.005015237909105602	0.0422521413510276	0.03521733914228631	0.010690813880545491	0.05100461503102369	0.009415402883764287	0.007855061247860382	0.013712238636817461	0.0382885734509799	0.008515516198145251	0.00811207839440431	0.005060729279415574	0.02388142206442688	0.02819379952426891	0.050069472437789905	0.013762842801162675	0.015372576662260773	0.06570845465454732	0.02503506382494569	0.0025422305282609553	0.032388918115364804	0.06859129441202826	5.2210913065614825E-5	0.007852445168615196	1.0336619174710922	1.6105219752723698	0.2903285815072979	0.7979096980993755	0.6698413833406147	0.10137161171887035	1.2308629868259948	0.30656237125679403	0.5809343620799537	0.7333113772543012	2.3679363556025237	1.6105219752723698	1.6105219752723698	1.6105219752723698	1.0336619174710922	1.6105219752723698	1.6105219752723698	1.0336619174710922	1.6105219752723698	1.6105219752723698	1.0336619174710922	1.6105219752723698	1.6105219752723698	-381.28219282840644	-85.78056630336313	
9	-758.8290602123425	-455.94669093630637	-302.8823692760362	9.204156592713417	0.0609550209792632	0.01865215033518286	0.014453559142368289	0.02583529231176901	0.02371635345804833	0.016544880828801525	0.03339856711647224	0.02504951706227028	0.024040685943616302	0.005405291674864227	0.024277569638413737	0.021744681168288635	0.001826811059281841	0.01857772887627461	0.015602072850260579	0.07012356136968687	0.012569473699823294	0.03903289359255446	0.03068965367300447	0.05638423051565941	0.02741383704025445	0.007967348896539148	0.04145323108979369	0.012968124568520908	0.04096320692408614	0.00811207839440431	0.03814366537406509	0.020632637026355746	0.031079398323821436	0.07280430799727709	0.012786978632189347	0.005252886770423348	0.019025154545251985	0.019373028957487937	0.012006585197417582	0.060132428857045714	0.031005105509161898	2.006413700001986E-4	0.006731623686639669	1.1755980538239783	0.9439005568748521	1.191869835461043	1.0881122404683463	0.32093216066126434	0.09487603149251767	1.0218149823088292	0.466091902709363	2.4278174020709704	0.06039588117528182	1.387690440958441	0.9439005568748521	0.9439005568748521	0.9439005568748521	1.1755980538239783	0.9439005568748521	0.9439005568748521	1.1755980538239783	0.9439005568748521	0.9439005568748521	1.1755980538239783	0.9439005568748521	0.9439005568748521	-370.14359313259223	-85.80309780371417	
