Sample	posterior	likelihood	prior	treeHeight	editRate.1	editRate.2	editRate.3	editRate.4	editRate.5	editRate.6	editRate.7	editRate.8	editRate.9	editRate.10	editRate.11	editRate.12	editRate.13	editRate.14	editRate.15	editRate.16	editRate.17	editRate.18	editRate.19	editRate.20	editRate.21	editRate.22	editRate.23	editRate.24	editRate.25	editRate.26	editRate.27	editRate.28	editRate.29	editRate.30	editRate.31	editRate.32	editRate.33	editRate.34	editRate.35	editRate.36	editRate.37	silencingRate	clockRate.c	relativeGeoRates.1	relativeGeoRates.2	relativeGeoRates.3	relativeGeoRates.4	relativeGeoRates.5	relativeGeoRates.6	relativeGeoRates.7	relativeGeoRates.8	relativeGeoRates.9	relativeGeoRates.10	traitClockRate	geoSubstModelLogger.relGeoRate_PRL_FML	geoSubstModelLogger.relGeoRate_PRL_LNSL	geoSubstModelLogger.relGeoRate_PRL_UNL	geoSubstModelLogger.relGeoRate_FML_PRL	geoSubstModelLogger.relGeoRate_FML_LNSL	geoSubstModelLogger.relGeoRate_FML_UNL	geoSubstModelLogger.relGeoRate_LNSL_PRL	geoSubstModelLogger.relGeoRate_LNSL_FML	geoSubstModelLogger.relGeoRate_LNSL_UNL	geoSubstModelLogger.relGeoRate_UNL_PRL	geoSubstModelLogger.relGeoRate_UNL_FML	geoSubstModelLogger.relGeoRate_UNL_LNSL	treeLikelihood	traitLikelihood	
0	-760.2222270574189	-460.8170548682373	-299.40517218918154	9.115667600203812	0.014832387967526825	0.05953658154414965	0.03103981921850446	0.015453828508672662	0.04468247531214052	0.039118804288018685	0.01657876628664043	0.04215705877124028	0.01745764622013267	0.022913826695560163	0.03717797422721189	0.011216877868403294	0.023242963586693074	0.0480622464849938	0.038713219513899916	0.011852323251013576	0.04042332249044621	0.030590318898350496	0.030785525370794917	0.020390427299083774	0.012435224689178001	0.04510916586827772	0.05249125101299244	0.02584076617051345	0.017961810401112194	0.003810678769699871	0.01945633553730551	0.02729319691174835	0.02074223779645122	0.059582354295593554	0.018113173165436702	0.02005665028854163	0.02124663998390995	0.022531799273322148	0.016838190363667946	0.009649785451536497	0.010614345617235496	3.590887326884363E-4	0.010753868790348549	0.8128745248400384	2.1757500129138783	0.17477376264010122	0.22377065502587182	1.8336667007239227	0.5101187324234913	1.4143894062110518	1.2902575713017626	0.9090306069725156	0.0037513088294891185	1.5860056866048369	2.1757500129138783	2.1757500129138783	2.1757500129138783	0.8128745248400384	2.1757500129138783	2.1757500129138783	0.8128745248400384	2.1757500129138783	2.1757500129138783	0.8128745248400384	2.1757500129138783	2.1757500129138783	-373.73685499311273	-87.08019987512453	
1	-766.0574756412018	-460.19994959633334	-305.85752604486845	7.135041282173803	0.014832387967526825	0.05953658154414965	0.026456387685514227	0.015453828508672662	0.04468247531214052	0.039118804288018685	0.01657876628664043	0.02422897036587375	0.006423787217304619	0.022913826695560163	0.03717797422721189	0.011216877868403294	0.023242963586693074	0.0480622464849938	0.038713219513899916	0.011852323251013576	0.04042332249044621	0.026572251586000614	0.030785525370794917	0.020390427299083774	0.04461701937864358	0.02028300295854256	0.03823754472889339	0.02584076617051345	0.017961810401112194	0.007828746082049753	0.01945633553730551	0.02729319691174835	0.02074223779645122	0.06416578582858379	0.029147032168264753	0.02005665028854163	0.02124663998390995	0.022531799273322148	0.04166435327340311	0.009649785451536497	0.010614345617235496	3.5108688426956655E-4	0.009993855892684086	0.9294987763805045	1.4918550912237667	0.14620650401883128	0.2037287164253629	1.7687528751391595	0.4147913912939838	2.033841671844691	1.070424658343799	0.9596822078533185	0.004818825742094577	2.2743354705521126	1.4918550912237667	1.4918550912237667	1.4918550912237667	0.9294987763805045	1.4918550912237667	1.4918550912237667	0.9294987763805045	1.4918550912237667	1.4918550912237667	0.9294987763805045	1.4918550912237667	1.4918550912237667	-374.76197233326417	-85.43797726306917	
2	-766.0574756412018	-460.19994959633334	-305.85752604486845	7.135041282173803	0.014832387967526825	0.05953658154414965	0.026456387685514227	0.015453828508672662	0.04468247531214052	0.039118804288018685	0.01657876628664043	0.02422897036587375	0.006423787217304619	0.022913826695560163	0.03717797422721189	0.011216877868403294	0.023242963586693074	0.0480622464849938	0.038713219513899916	0.011852323251013576	0.04042332249044621	0.026572251586000614	0.030785525370794917	0.020390427299083774	0.04461701937864358	0.02028300295854256	0.03823754472889339	0.02584076617051345	0.017961810401112194	0.007828746082049753	0.01945633553730551	0.02729319691174835	0.02074223779645122	0.06416578582858379	0.029147032168264753	0.02005665028854163	0.02124663998390995	0.022531799273322148	0.04166435327340311	0.009649785451536497	0.010614345617235496	3.5108688426956655E-4	0.009993855892684086	0.9294987763805045	1.4918550912237667	0.14620650401883128	0.2037287164253629	1.7687528751391595	0.4147913912939838	2.033841671844691	1.070424658343799	0.9596822078533185	0.004818825742094577	2.2743354705521126	1.4918550912237667	1.4918550912237667	1.4918550912237667	0.9294987763805045	1.4918550912237667	1.4918550912237667	0.9294987763805045	1.4918550912237667	1.4918550912237667	0.9294987763805045	1.4918550912237667	1.4918550912237667	-374.76197233326417	-85.43797726306917	
3	-758.2825043096798	-457.73973161230975	-300.54277269737	7.135041282173803	0.014832387967526825	0.05953658154414965	0.024589402685774864	0.015453828508672662	0.015615161683822584	0.04137753589172695	0.01657876628664043	0.02422897036587375	0.006423787217304619	0.024780811695299526	0.03717797422721189	0.02239438313653884	0.012065458318557529	0.017134375160035686	0.038713219513899916	0.011852323251013576	0.04042332249044621	0.03259094145733575	0.028526793767086653	0.020390427299083774	0.04461701937864358	0.02028300295854256	0.03823754472889339	0.03264903750987447	0.017961810401112194	0.007828746082049753	0.044972823429070705	0.03445438324933746	0.02074223779645122	0.06416578582858379	0.015967155959340507	0.02005665028854163	0.02124663998390995	0.01572352793396113	0.04166435327340311	0.009649785451536497	0.04509304267874635	2.8018435013901625E-4	0.006646094775610836	0.8598198086572582	1.43719888434231	0.15566003124497632	0.2903097231950399	2.45161914475553	0.3793751393720685	1.0100619027359519	1.323523553953496	1.050554325287108	0.0038424594297237677	2.963459635251567	1.43719888434231	1.43719888434231	1.43719888434231	0.8598198086572582	1.43719888434231	1.43719888434231	0.8598198086572582	1.43719888434231	1.43719888434231	0.8598198086572582	1.43719888434231	1.43719888434231	-368.7903068732968	-88.94942473901294	
4	-758.2825043096798	-457.73973161230975	-300.54277269737	7.135041282173803	0.014832387967526825	0.05953658154414965	0.024589402685774864	0.015453828508672662	0.015615161683822584	0.04137753589172695	0.01657876628664043	0.02422897036587375	0.006423787217304619	0.024780811695299526	0.03717797422721189	0.02239438313653884	0.012065458318557529	0.017134375160035686	0.038713219513899916	0.011852323251013576	0.04042332249044621	0.03259094145733575	0.028526793767086653	0.020390427299083774	0.04461701937864358	0.02028300295854256	0.03823754472889339	0.03264903750987447	0.017961810401112194	0.007828746082049753	0.044972823429070705	0.03445438324933746	0.02074223779645122	0.06416578582858379	0.015967155959340507	0.02005665028854163	0.02124663998390995	0.01572352793396113	0.04166435327340311	0.009649785451536497	0.04509304267874635	2.8018435013901625E-4	0.006646094775610836	0.8598198086572582	1.43719888434231	0.15566003124497632	0.2903097231950399	2.45161914475553	0.3793751393720685	1.0100619027359519	1.323523553953496	1.050554325287108	0.0038424594297237677	2.963459635251567	1.43719888434231	1.43719888434231	1.43719888434231	0.8598198086572582	1.43719888434231	1.43719888434231	0.8598198086572582	1.43719888434231	1.43719888434231	0.8598198086572582	1.43719888434231	1.43719888434231	-368.7903068732968	-88.94942473901294	
5	-761.9734119735881	-456.81044208904706	-305.16296988454104	7.711505751171423	0.014832387967526825	0.01932749659348021	0.024589402685774864	0.015453828508672662	0.015615161683822584	0.05514593145263942	0.003978834350517685	0.02422897036587375	0.006423787217304619	0.024780811695299526	0.025081394675894958	0.02239438313653884	0.012065458318557529	0.02485713131969758	0.02123582367886631	0.011852323251013576	0.05394170159340782	0.03259094145733575	0.028526793767086653	0.020390427299083774	0.03713843393975756	0.03909845475544381	0.061521417291015776	0.03264903750987447	0.017961810401112194	0.023229460715771033	0.011146346308614538	0.03445438324933746	0.025399604722273636	0.06416578582858379	0.01097627558425951	0.03291193093064014	0.02124663998390995	0.002205148830999523	0.0738394501997288	0.009649785451536497	0.04509304267874635	9.130528511475301E-5	0.008194422580050606	1.2049461455827546	3.0134096966846076	0.1517572720533607	0.09828044880743879	2.0428023139346787	0.4352559283956702	1.5417635742692226	1.5334600179735167	1.1117851677296655	0.003426006277650152	2.308657644580532	3.0134096966846076	3.0134096966846076	3.0134096966846076	1.2049461455827546	3.0134096966846076	3.0134096966846076	1.2049461455827546	3.0134096966846076	3.0134096966846076	1.2049461455827546	3.0134096966846076	3.0134096966846076	-372.3049399016568	-84.50550218739028	
6	-761.9734119735881	-456.81044208904706	-305.16296988454104	7.711505751171423	0.014832387967526825	0.01932749659348021	0.024589402685774864	0.015453828508672662	0.015615161683822584	0.05514593145263942	0.003978834350517685	0.02422897036587375	0.006423787217304619	0.024780811695299526	0.025081394675894958	0.02239438313653884	0.012065458318557529	0.02485713131969758	0.02123582367886631	0.011852323251013576	0.05394170159340782	0.03259094145733575	0.028526793767086653	0.020390427299083774	0.03713843393975756	0.03909845475544381	0.061521417291015776	0.03264903750987447	0.017961810401112194	0.023229460715771033	0.011146346308614538	0.03445438324933746	0.025399604722273636	0.06416578582858379	0.01097627558425951	0.03291193093064014	0.02124663998390995	0.002205148830999523	0.0738394501997288	0.009649785451536497	0.04509304267874635	9.130528511475301E-5	0.008194422580050606	1.2049461455827546	3.0134096966846076	0.1517572720533607	0.09828044880743879	2.0428023139346787	0.4352559283956702	1.5417635742692226	1.5334600179735167	1.1117851677296655	0.003426006277650152	2.308657644580532	3.0134096966846076	3.0134096966846076	3.0134096966846076	1.2049461455827546	3.0134096966846076	3.0134096966846076	1.2049461455827546	3.0134096966846076	3.0134096966846076	1.2049461455827546	3.0134096966846076	3.0134096966846076	-372.3049399016568	-84.50550218739028	
7	-769.447368121562	-456.5049808744666	-312.9423872470955	9.382527524900517	0.014832387967526825	0.01932749659348021	0.024589402685774864	0.015453828508672662	0.015615161683822584	0.05514593145263942	0.003978834350517685	0.02422897036587375	0.00944239904415932	0.024780811695299526	0.025081394675894958	0.02239438313653884	0.008864357665251496	0.02485713131969758	0.02123582367886631	0.011852323251013576	0.05394170159340782	0.03259094145733575	0.028526793767086653	0.020390427299083774	0.03713843393975756	0.03909845475544381	0.061521417291015776	0.03264903750987447	0.021162911054418226	0.023229460715771033	0.011146346308614538	0.03143577142248276	0.025399604722273636	0.07734015997384369	0.01097627558425951	0.0017687409995032904	0.0523898299150468	0.002205148830999523	0.0606650760544689	0.009649785451536497	0.04509304267874635	1.072979688391111E-4	0.008858541108773309	1.5372415131874935	2.136133459499477	0.20495823508213074	0.07750854878075686	2.1327353678322356	0.464847290679369	2.2306867655173193	1.5347615428037964	0.9186723952324252	0.004413288350669468	3.3568972200427427	2.136133459499477	2.136133459499477	2.136133459499477	1.5372415131874935	2.136133459499477	2.136133459499477	1.5372415131874935	2.136133459499477	2.136133459499477	1.5372415131874935	2.136133459499477	2.136133459499477	-370.51306475617787	-85.9919161182887	
8	-763.8735229755575	-453.9058746649486	-309.9676483106089	12.40667199273558	0.014832387967526825	0.01932749659348021	0.024589402685774864	0.018317985324007913	0.015615161683822584	0.05514593145263942	0.003978834350517685	0.02422897036587375	0.012502063124326876	0.024780811695299526	0.03230773750181534	0.02239438313653884	0.017821352374687946	0.01590013661026113	0.02123582367886631	0.011852323251013576	0.05394170159340782	0.03259094145733575	0.023974127109684704	0.020390427299083774	0.03427427712442231	0.04365112141284576	0.04478519584114492	0.03264903750987447	0.021162911054418226	0.023229460715771033	0.011146346308614538	0.03143577142248276	0.0013102611264955571	0.09407638142371455	0.01097627558425951	0.02585808459528137	0.0523898299150468	0.002205148830999523	0.05760541197430134	0.0024234426256161123	0.04509304267874635	1.7636430476318694E-4	0.009221244271758423	1.5239337464988238	2.660694728646563	0.2761238180427487	0.0738131141795319	2.889880183532079	0.32882444764005	2.238240175289907	1.6054326270421149	1.1967306173901902	0.00551800494206626	3.9948380484887966	2.660694728646563	2.660694728646563	2.660694728646563	1.5239337464988238	2.660694728646563	2.660694728646563	1.5239337464988238	2.660694728646563	2.660694728646563	1.5239337464988238	2.660694728646563	2.660694728646563	-368.72276921740644	-85.18310544754216	
9	-773.5882156402768	-452.6553702620046	-320.9328453782722	11.734039159148242	0.014832387967526825	0.01932749659348021	0.024589402685774864	0.01970316483990714	0.027637053073808135	0.05514593145263942	0.003978834350517685	0.02422897036587375	0.012502063124326876	0.024780811695299526	0.03230773750181534	0.047125498203888214	0.006401721018055459	0.01590013661026113	0.02123582367886631	0.011852323251013576	0.05394170159340782	0.03259094145733575	0.022588947593785477	0.020390427299083774	0.13166874062152945	0.04365112141284576	0.04478519584114492	0.030959489406681695	0.021162911054418226	0.024919008818963806	0.011146346308614538	0.07055922680133396	0.0013102611264955571	0.008101549283239917	0.01097627558425951	0.02585808459528137	0.027658714847697427	0.002205148830999523	0.006460065205464591	0.0024234426256161123	0.04509304267874635	2.5358559508837075E-5	0.007149608977427118	1.1756279505107041	2.26192843699755	0.38787701542373354	0.12833707049528736	2.1172785244792287	0.33372240205758663	1.6175904730462103	1.0229382493712327	0.9072591124851871	0.0066965077619736465	2.5735083982804094	2.26192843699755	2.26192843699755	2.26192843699755	1.1756279505107041	2.26192843699755	2.26192843699755	1.1756279505107041	2.26192843699755	2.26192843699755	1.1756279505107041	2.26192843699755	2.26192843699755	-365.6846226010555	-86.97074766094913	
