cell	clone
8157483	3/6/11/14/22/26/37/38/42
8248342	0/1/3
8278316	45/46
8382629	2
8443871	2
8453416	7/9/10
8456849	7/9/10
8460975	7/9/10
8520759	2
8531909	3/6/11/14/22/26/37/38/42/45/46
8544584	3/6/11/14/22/26/37/38/42
8569750	45/46
8571542	3/6/11/14/22/26/37/38/42
8577642	7/9/10/16
8603439	5/12/23/27/30/31/34
8614760	43
8623569	5/12/23/27/30/31/34
8626979	24/28/36/39/53/63
8629383	0/4
8630091	0/1/3/6
8640103	0
8641115	2
8641813	2
8647694	2
8650334	2
8651883	4
8652806	1
8653356	2
8665055	3/6/11/14/22/26/37/38/42/45/46
8679607	3/6/11/14/22/26/37/38/42
8682139	3/6/11/14/22/26/37/38/42
8683727	45/46
8687013	3/6/11/14/22/26/37/38/42
8687427	3/6/11/14/22/26/37/38/42
8688395	3/6/11/14/22/26/37/38/42
8689817	3/6/11/14/22/26/37/38/42
8696487	3/6/11/14/22/26/37/38/42
8699811	45/46
8700809	45/46
8702116	45/46
8707812	2
8713870	7/9/10
8714585	7/9/10
8714954	20
8733080	21
8746308	5/12/23/27/30/31/34
8748148	5/12/23/27/30/31/34
8748360	47
8753533	47
8760077	24/28/36/39/53
