	0	1	2	3	4	5	6	7	8	9
4633283	36	22	84	36	99	86	24	55	49	0
5057047	67	80	0	0	97	36	91	35	0	0
4934357	47	97	54	76	0	0	36	40	0	65
5068738	36	36	37	37	6	70	20	43	97	0
5045315	0	61	26	39	61	52	0	63	73	37
4956009	44	53	36	0	100	91	0	0	43	98
5063626	67	83	62	0	62	0	34	2	34	0
5069288	61	99	14	62	0	62	97	28	0	0
5046023	20	4	83	38	100	4	0	51	48	-1
5057745	0	0	19	0	100	6	10	19	54	6
5067815	11	0	94	73	100	90	36	0	54	6
5056035	80	6	21	0	65	36	23	88	74	0
4722687	60	65	77	26	17	2	44	83	47	24
5066266	42	34	0	0	55	99	36	99	0	16
4874747	99	49	42	97	100	99	97	26	86	97
4714298	37	99	62	0	0	97	0	92	16	99
5147564	37	99	62	57	61	97	0	92	16	29
5149012	37	99	62	0	0	97	0	92	16	37
4645471	99	49	42	0	100	99	97	26	86	97
5102945	99	49	42	0	100	99	97	26	86	97
5116741	99	49	42	0	100	99	97	26	86	97
5130517	47	0	97	0	100	37	91	43	0	65
4812355	47	34	97	0	100	37	91	0	0	65
5123744	47	16	97	70	100	37	91	0	2	65
5029135	0	85	0	36	97	36	34	18	10	97
5135390	53	85	4	36	97	36	0	18	10	97
5038298	37	99	62	100	0	97	0	92	16	24
5038704	37	99	62	0	0	97	0	92	16	100
5005929	99	49	42	22	100	99	97	26	86	97
4863167	99	49	42	0	100	99	97	26	86	97
4784102	99	49	42	94	100	99	97	26	86	97
5001145	99	49	42	6	100	99	97	26	86	97
5099659	99	49	42	0	100	99	97	26	86	97
4912555	47	0	97	6	100	37	91	0	76	65
5025015	47	0	97	51	100	37	91	26	69	65
4902127	0	85	17	36	97	36	34	18	10	97
5130886	0	85	1	36	97	36	74	18	10	97
5103359	99	49	42	6	100	99	97	26	86	97
5095539	99	49	42	0	100	99	97	26	86	97
5080987	99	49	42	0	100	99	97	26	86	97
5098071	99	49	42	0	100	99	97	26	86	97
5115743	99	49	42	0	100	99	97	26	86	97
5104327	99	49	42	0	100	99	97	26	86	97
5112419	99	49	42	0	100	99	97	26	86	97
5129802	0	85	17	36	97	36	34	18	10	97
5129807	0	85	17	36	97	36	34	18	10	97
4792550	0	85	45	36	97	36	27	18	10	97
4906029	48	-1	0	36	97	36	92	18	10	97
5105749	99	49	42	6	100	99	97	26	86	97
5118048	99	49	42	6	100	99	97	26	86	97
