cell	clone
9018007	50/54/56
9211995	24
9394307	8/10/11
9402357	24
9453468	62
9455653	3/20/31/34
9458130	3/20/31/34
9468013	0/1
9517338	4/13/14
9546020	50/54/56
9564569	62
9581292	0/5
9586314	0/1
9594413	1
9613083	7/9
9618193	8/10/11
9645969	24
9647878	50/54/56
9661193	50/54/56
9665047	59/61
9665203	59/61
9684943	0/2
9685651	0/1
9695663	0/4
9696675	0/1
9697373	0/1
9703254	0/1
9705894	0/1
9707443	0
9708366	1
9708916	1
9720615	8/10/11/22/23
9735167	8/10/11
9737699	4/13/14
9739287	25
9742573	24
9742987	25
9743955	25
9745377	27
9752047	25
9755371	24
9756369	27
9757676	4/13/14
9763372	50/54/56
9769430	63
9769435	63
9770145	63
9770514	63
9775018	50/54/56
9796008	3/20/31/34
