	0	1	2	3	4	5	6	7	8	9
9684943	0	95	87	29	0	21	0	45	0	0
9695663	0	87	63	95	0	9	0	87	68	0
9696675	11	10	95	50	5	0	97	92	9	69
9697373	10	68	99	92	0	41	13	72	3	95
9703254	0	95	5	92	15	0	17	58	16	13
9707443	95	46	3	95	37	0	34	52	57	23
9586314	81	0	14	0	52	0	65	0	68	52
9708916	15	5	0	0	69	9	70	21	0	68
9705894	97	16	74	92	50	58	33	60	29	0
9581292	65	52	61	95	25	70	95	95	0	0
9613083	0	54	95	0	47	68	3	0	68	43
9455653	99	69	0	0	0	5	18	3	68	0
9453468	99	69	0	0	0	5	18	60	68	21
9564569	99	69	0	16	0	5	18	0	68	0
9757676	65	0	63	0	0	3	0	0	68	39
9594413	93	0	0	83	0	65	0	0	0	94
9708366	21	0	29	25	0	69	81	97	0	94
9468013	68	17	46	0	58	25	5	97	0	0
9685651	68	0	0	0	0	54	3	69	62	41
9458130	99	69	18	0	0	5	18	0	68	0
9796008	99	69	0	0	34	5	18	0	68	81
9517338	13	0	63	5	0	87	0	28	68	39
9645969	27	-1	63	0	0	0	13	0	68	39
9394307	84	34	65	92	79	0	0	70	93	29
9720615	84	0	65	92	79	0	17	0	0	0
9618193	84	0	65	92	79	5	0	37	22	71
9735167	84	23	65	92	79	69	67	42	13	0
9737699	51	0	63	95	72	62	46	0	68	39
9402357	68	17	63	79	0	0	50	0	68	39
9742987	47	26	63	97	21	0	89	68	68	39
9752047	0	5	63	12	-1	16	0	69	68	39
9739287	95	0	63	90	70	95	97	0	68	39
9745377	13	0	63	34	0	0	0	33	68	39
9756369	100	0	63	0	0	0	0	0	68	39
9755371	15	41	63	0	0	97	0	87	68	39
9743955	0	0	63	97	16	0	0	0	68	39
9211995	97	0	63	0	10	6	65	13	68	39
9742573	0	0	63	0	0	0	0	9	68	39
9546020	1	0	63	97	65	97	0	0	68	39
9018007	1	0	63	97	65	0	0	0	68	39
9647878	1	0	63	97	65	0	0	0	68	39
9763372	1	0	63	97	65	0	5	0	68	39
9775018	1	33	63	97	65	0	0	0	68	39
9661193	1	0	63	97	65	0	0	0	68	39
9665203	1	0	63	97	65	0	52	11	68	39
9665047	1	0	63	97	65	0	0	0	68	39
9770514	1	0	63	97	65	20	0	0	68	39
9770145	1	0	63	97	65	27	-1	0	68	39
9769430	1	0	63	97	65	0	0	0	68	39
9769435	1	0	63	97	65	0	0	0	68	39
