	0	1	2	3	4	5	6	7	8	9
7543556	94	28	0	0	0	70	75	4	23	0
7554324	0	33	0	16	58	39	79	0	57	69
7555247	0	0	45	10	98	94	44	0	0	69
7296955	75	0	0	86	77	80	0	69	95	0
7544254	0	50	0	0	46	69	75	0	8	0
7584580	0	0	0	70	0	16	91	0	55	80
7552775	69	0	82	16	0	35	0	0	7	95
7532532	0	54	0	0	0	49	79	98	57	70
7452647	0	80	0	23	0	0	98	0	0	24
7592258	62	15	0	0	86	44	33	0	33	80
7410309	5	33	0	26	39	0	0	77	70	8
7293802	80	0	0	38	0	0	64	39	98	0
7555797	0	94	35	34	0	21	74	0	58	55
7567496	18	94	0	34	0	59	74	14	0	50
7542544	0	45	16	24	0	19	66	0	0	0
7655974	0	80	0	15	0	0	24	98	0	34
7531824	0	26	97	0	77	0	0	78	68	42
7550135	42	28	0	0	83	89	-1	47	0	0
7313100	0	94	0	23	82	0	98	43	0	0
7448620	0	74	0	23	82	49	98	0	0	0
7582048	72	0	28	0	86	44	59	88	33	80
7094920	0	80	0	0	86	44	2	76	33	80
7470271	0	0	0	0	86	44	0	0	33	80
7589868	0	0	0	0	86	44	70	5	33	80
7648749	0	80	0	0	9	0	0	98	0	34
7604557	0	0	0	0	86	44	7	0	33	80
7602252	26	31	0	0	86	44	0	0	33	80
7590836	33	0	0	0	86	44	0	0	33	80
7480294	0	0	98	6	39	0	0	0	42	45
7498442	24	83	98	15	39	0	0	58	7	0
7616311	0	0	98	15	39	0	0	72	0	0
7635521	33	80	79	0	0	0	0	98	0	34
7589454	0	70	89	-1	86	44	0	0	33	80
7460925	0	0	0	0	86	44	22	46	33	80
7494283	0	33	98	28	39	0	0	7	0	0
7393342	0	80	0	0	0	0	0	98	0	34
7586168	0	0	0	0	86	44	0	0	33	80
7598928	0	0	0	0	86	44	69	75	33	80
7603250	7	0	13	0	86	44	0	0	33	80
7529667	0	0	0	0	86	44	81	94	33	80
7617395	0	44	98	13	39	0	0	0	0	0
7508329	70	80	0	0	29	70	0	98	0	34
7509931	44	80	29	0	0	70	0	98	0	34
7650801	0	80	95	0	97	70	49	98	0	34
7650589	16	80	0	0	0	0	4	98	0	34
7356331	46	0	98	0	39	21	0	0	0	75
7617026	72	0	98	65	39	0	75	0	6	0
7610253	0	0	98	5	39	0	83	44	0	0
7110108	64	0	98	5	39	86	0	85	86	0
7616316	64	93	98	5	39	86	0	0	86	0
