	0	1	2	3	4	5	6	7	8	9
9409628	22	26	18	31	0	35	11	0	28	76
9399616	79	0	0	0	18	14	0	73	15	26
9397961	10	24	28	20	0	59	77	22	0	79
9411338	0	54	-1	20	52	91	13	29	65	39
9410640	0	0	43	38	-1	99	74	66	76	83
9398908	62	15	43	38	-1	72	79	70	0	26
9421408	91	13	43	0	72	76	85	18	0	0
9143818	81	0	43	62	4	19	76	26	91	31
9405315	0	63	28	22	85	43	83	63	99	35
9417219	42	18	18	0	15	0	12	95	91	13
9319280	87	0	18	25	0	73	66	46	38	-1
9422331	64	1	18	100	0	54	-1	73	8	91
9312434	81	1	43	96	13	60	3	26	91	99
9422881	81	0	43	96	0	60	3	26	91	0
9380240	0	48	0	0	1	18	84	39	35	65
9221393	75	0	18	0	0	0	91	0	52	99
9419859	0	99	18	1	19	46	28	99	79	72
9262270	85	28	87	12	44	0	38	-1	99	39
9394332	0	48	54	-1	1	18	84	39	35	65
9483400	0	48	0	18	1	18	84	39	35	65
9284326	0	48	0	0	1	18	84	39	35	65
9475722	0	48	0	0	1	18	84	39	35	65
9488983	30	48	0	0	1	18	84	39	35	65
9005544	85	0	28	12	44	0	38	-1	99	39
9453252	85	18	28	12	44	76	38	-1	99	39
9373006	85	93	0	12	44	0	38	-1	99	39
9446601	85	65	75	12	44	76	38	-1	99	39
9483395	0	48	0	0	1	18	84	39	35	65
9484110	0	48	0	0	1	18	84	39	35	65
9375193	0	48	0	0	1	18	84	39	35	65
9477337	0	48	0	0	1	18	84	39	35	65
9458592	85	0	0	12	44	0	38	-1	99	39
9434580	85	0	6	12	44	30	38	-1	99	39
9469336	85	37	28	12	44	10	38	-1	99	39
9449132	85	35	75	12	44	61	38	-1	99	39
9451664	85	10	48	12	44	0	38	-1	99	39
9466012	85	43	0	12	44	38	-1	99	99	39
9390655	0	48	0	61	1	18	84	39	35	65
9384107	22	48	0	0	1	18	84	39	35	65
9457920	85	18	2	12	44	15	38	-1	99	39
9453381	85	19	0	12	44	22	38	-1	99	39
9456952	85	0	21	12	44	0	38	-1	99	39
9253964	85	65	0	12	44	30	38	-1	99	39
9251677	85	65	63	12	44	30	38	-1	99	39
9470334	0	48	65	39	1	18	84	39	35	65
9394117	64	48	6	0	1	18	84	39	35	65
9471641	0	48	0	46	1	18	84	39	35	65
9484479	0	48	0	0	1	18	84	39	35	65
9456538	85	0	0	12	44	48	38	-1	99	39
9459342	85	0	0	12	44	39	38	-1	99	39
