cell	clone
7917456	85
7989566	5/6/19/22
8009333	18/21/36/41/42
8015165	85
8066743	0
8098595	29/31
8102638	29/31
8112377	84
8138762	74
8146346	66
8168707	3
8174261	0
8176832	3
8231374	1/13/16/26/27/28/48/49/59/69/75/78
8235248	40/54
8245252	40/54
8245482	74
8249209	40/54
8257768	0
8258715	3
8259423	1/8/9
8269435	3
8270447	0
8271145	4
8277026	0
8279666	0
8281215	0
8282138	0
8282688	0
8294387	5/6/19/22/29/31
8308939	5/6/19/22
8311471	35/47/81/87/93/95
8313059	18/21/36/41/42/84
8313188	18/21/36/41/42
8316345	1/13/16/26/27/28/48/49/59/69/75/78
8316759	84
8317727	18/21/36/41/42
8319149	18/21/36/41/42
8325819	1/13/16/26/27/28/48/49/59/69/75/78
8329143	18/21/36/41/42
8330141	92
8331448	85
8337144	40/54
8343202	66/72/76
8343207	66/72
8343917	74
8344286	40/54
8348790	66/72
8359847	66
8360964	74
