	0	1	2	3	4	5	6	7	8	9
9207504	12	0	3	58	0	0	92	69	55	72
9231477	49	8	0	0	8	9	0	55	0	0
9218224	98	58	94	87	66	38	77	0	19	0
9225815	38	58	80	0	0	0	61	0	72	63
9090026	72	58	99	0	0	0	38	0	69	0
9103211	38	0	1	64	49	29	29	7	58	45
9230004	38	8	89	34	0	25	0	0	0	29
9243176	38	98	17	38	0	0	12	48	91	61
9219236	29	58	0	16	7	76	0	0	45	0
9208212	12	58	60	29	0	0	0	0	43	0
9228455	29	58	0	42	0	22	59	92	0	79
9230927	0	58	14	16	0	82	49	0	0	95
9260260	38	98	84	0	12	50	9	48	91	29
9095046	3	58	0	0	64	0	0	25	0	83
9219934	0	58	56	0	0	68	72	3	55	0
9206207	56	58	14	0	27	77	43	0	2	91
9015729	38	98	56	0	12	50	9	48	91	29
9261848	38	98	0	0	12	50	9	48	91	29
9311201	0	58	0	0	14	49	98	21	0	56
9125224	30	58	52	65	0	58	0	0	0	0
9117539	91	58	0	65	0	29	83	48	0	0
9324429	0	58	0	0	14	49	0	21	0	56
9197805	91	58	82	56	14	49	29	21	0	56
9331654	0	58	61	0	14	49	77	21	56	56
9326481	72	58	35	0	14	49	0	21	0	56
8930723	0	58	0	56	14	49	0	21	0	56
8250545	92	58	0	65	0	0	79	61	0	0
9148783	92	58	0	65	99	61	0	61	0	0
8916829	79	58	14	81	73	0	58	95	2	0
9167290	79	58	14	95	73	0	0	95	2	95
9291991	79	58	14	0	73	98	0	95	2	29
9291996	79	58	14	0	73	98	0	95	2	29
9186324	58	58	0	90	14	49	0	21	23	56
9326269	0	58	0	0	14	49	0	21	0	56
9266516	92	58	68	65	3	0	18	61	0	0
9274608	92	58	44	65	0	0	0	61	0	35
9023774	92	58	0	65	99	58	0	61	0	0
8650415	79	58	14	0	73	0	0	95	2	0
9285933	79	58	14	0	73	79	0	95	2	0
9265134	92	58	29	65	0	0	0	61	0	0
9278930	92	58	0	65	0	95	0	61	0	0
9265548	92	58	0	65	0	0	0	61	0	0
9257728	92	58	0	65	0	58	58	61	0	0
9267938	92	58	0	65	0	58	0	61	0	8
9160696	79	58	14	2	73	36	0	95	2	0
9293075	79	58	14	0	73	0	0	95	2	0
8921043	79	58	14	23	73	0	0	95	2	16
9292706	79	58	14	0	73	0	91	95	2	0
9280237	92	58	0	65	0	91	0	61	0	0
9277932	92	58	68	65	19	35	0	61	0	0
