cell	clone
4390620	19/24/28/29
4392451	19/24/28/29
4429030	5
4434075	2/3
4477766	19/24/28/29
4478147	19/24/28/29
4500642	8/11/22
4546321	0
4666390	13
4685579	19/24/28/29
4710123	19/24/28/29
4730547	21
4751483	0/6
4786278	13
4792536	5
4804172	19/24/28/29
4817613	19/24/28/29
4835354	8/11/18
4845907	18
4847077	8/11
4858331	0/2/3
4859039	0/4
4869051	0/2/3
4870063	5
4870761	0
4876642	4
4879282	6
4880831	5
4881754	0
4882304	5
4894003	7/9/10/12
4908555	19/24/28/29/34
4911087	19/24/28/29
4912675	19/24/28/29
4915961	34
4916375	19/24/28/29
4917343	19/24/28/29
4918765	37/38
4925435	19/24/28/29
4928759	34
4929757	19/24/28/29
4931064	34
4936760	19/24/28/29
4942818	34
4942823	34
4943533	19/24/28/29
4943902	34
4948406	19/24/28/29
4960580	8/11/21
4962028	8/11
