0.0,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.05263,0.0,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05263,0.05266
0.013889,0.75,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013889,0.013887
0.013889,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0,0.013887
0.013887,0.75,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.013889,0.0
