cell	clone
8275425	0
8547725	25/26
8774988	3/4/5/7/9/10/11/13/18/20/22/23
8865904	0
8891630	3/4/5/7/9/10/11/13/18/20/22/23
8920345	1/2/6/8/12/15
8965559	50
8968742	30/38/42/46/48/49
8969783	30/38/42/46/48/49
8988213	0
9010618	25/27/28
9060254	16
9070901	1/2/6/8/12
9081759	14/17/24/29
9088762	28
9099047	28
9110079	0
9110787	0
9120799	0
9121811	0
9122509	0
9128390	0
9131030	0
9132579	0
9133502	0
9134052	3/4/5/7/9/10/11/13/18/20/22/23/25/27
9145751	3/4/5/7/9/10/11/13/18/20/22/23
9162835	3/4/5/7/9/10/11/13/18/20/22/23
9167709	25/26
9168123	25/27/28
9169091	3/4/5/7/9/10/11/13/18/20/22/23
9170513	25/26
9177183	3/4/5/7/9/10/11/13/18/20/22/23
9180507	25/26
9181505	25/27
9182812	3/4/5/7/9/10/11/13/18/20/22/23
9192854	1/2/6/8/12/14
9192859	1/2/6/8/12
9201271	1/2/6/8/12
9206391	1/2/6/8/12
9207524	1/2/6/8/12
9216344	14/17/24/29
9227004	28
9228844	28
9229056	28
9234229	28
9240773	28
9244885	50
9244953	50
9248475	30/38/42/46/48/49
